line;timestmp;depth (m);bitdepth (m);hook_load (klb);wob (klb);rpm;torque;rop ;flowin (gal/stk);spp (psi);ChockePressure (psi);flowout (%);SPM1 (spm);SPM2 (spm);pitlevel1 (bbl);pitlevel2 (bbl);pitlevel3 (bbl);;pitlevel4 (bbl);pitlevel5 (bbl);pitlevel6 (bbl);pitlevel7 (bbl);totalpitlevel (bbl);RPMAnalog;BlockPosition;RPMTotal;H2S (ppm)
185;03:05;445,13;445,13;69,02;0;658,67;3,17;569,7;1382;0;;98;76;0;5;231;35;;155;1;125;15;191;97,3;0,7;103,1;0
186;03:06;445,13;445,13;71,64;0;114,06;7,94;556,7;1353;0;;95;76;0;5;302;53;;87;164;260;0;304;97,4;0,6;103,1;0
187;03:07;445,13;432,17;72,91;0;21,78;4,16;0;1011;0;;0;0;0;5;302;53;;87;164;260;0;304;97,6;0,6;103,1;0
188;03:08;445,13;432,17;75,8;0;0;0;58,1;2;0;;16;0;0;5;250;53;;0;0;0;19;53;96,4;0,6;103,1;0
189;03:09;445,13;434,48;73,18;0;31,68;0;563,2;751;0;;96;76;0;5;460;60;;0;14;17;60;74;94,3;0,6;103,1;0
190;03:10;445,13;439,38;71,66;0;35,38;0;563,2;1342;0;;96;76;0;5;310;1595;;14;450;0;0;2059;95,4;0,7;103,1;0
191;03:11;445,13;444,42;71,43;0;14,84;0;574;1343;0;;98;78;0;5;156;0;;0;0;2954;1503;0;97;0,6;103,1;0
192;03:12;445,13;444,42;71,68;0;22,77;0;569,7;1340;0;;98;76;0;5;190;0;;94;162;5;169;256;97,6;0,6;103,1;0
193;03:13;445,13;436,81;72,46;0;3,96;0;229,5;1093;0;;0;84;0;5;294;471;;0;0;11;12;471;97,8;0,6;103,1;0
194;03:14;445,13;432,48;53,82;0;0;0;0;17;0;;0;0;0;5;294;471;;0;0;11;12;471;96,7;0,6;103;0
195;03:15;445,13;432,48;10,11;0;32,61;0;0;0;0;;0;0;0;5;214;0;;0;94;464;345;94;94,1;0,6;103,1;0
196;03:16;445,13;432,48;10,52;0;0;0;0;0;0;;0;0;0;5;255;0;;0;1042;1906;0;1042;93,3;0,7;103,1;0
197;03:17;445,13;432,48;12,15;0;0;0;0;0;0;;0;0;0;5;91;0;;0;0;311;0;0;93,3;0,7;103,1;0
198;03:18;445,13;432,48;12,09;0;0;0;0;0;0;;0;0;0;4;277;0;;0;0;3527;0;0;93,2;0,6;103,1;0
199;03:19;445,13;432,38;24,14;0;0;0;32,3;0;0;;9;0;0;5;118;0;;0;16;6;57;16;93,3;0,6;103;0
200;03:20;445,13;443,74;73,98;0;0;0;451,3;623;0;;61;82;0;5;164;0;;0;14;4;15;14;93,5;0,6;103,1;0
201;03:21;445,13;443,84;73,16;0;113,83;0;561,1;1108;0;;95;78;0;5;164;0;;0;14;4;15;14;95;0,6;103,1;0
202;03:22;445,33;445,33;72,6;1,83;105,68;0,06;563,2;1326;0;;96;76;0;5;264;0;;120;0;5;111;120;96,6;0,6;103;0
203;03:23;446,04;446,04;67,39;4,29;1455,75;1,52;550,3;1375;0;;93;76;0;5;244;72;;43;7;144;0;122;97,5;0,6;103;0
204;03:24;446,69;446,69;64,16;6,12;2051,33;1,61;539,5;1402;0;;91;75;0;5;167;31;;73;19;115;463;123;97,5;0,7;103,2;0
205;03:25;447,3;447,3;63,69;6,04;2118,9;1,76;539,5;1407;0;;91;75;0;5;287;50;;107;58;14;9;215;97,6;0,6;103,1;0
206;03:26;447,9;447,9;63,53;5,23;2036,74;1,66;546;1405;0;;93;75;0;5;255;46;;149;464;2;129;659;97,6;0,6;103;0
207;03:27;448,07;448,07;62,95;7,38;1107,26;2,99;556,7;1368;0;;95;76;0;5;255;82;;62;6;0;152;150;97,5;0,6;103,1;0
208;03:28;448,14;448,14;62,67;7,29;1044,03;7,47;556,7;1364;0;;95;76;0;5;255;82;;62;6;0;152;150;97,6;0,6;103,1;0
209;03:29;448,32;448,32;63;7,73;1469,37;10,49;556,7;1381;0;;95;76;0;5;294;91;;0;218;586;0;309;97,6;0,6;103,1;0
210;03:30;448,75;448,75;63,88;5,71;1857,86;3,42;546;1400;0;;93;75;0;5;176;92;;0;101;26;1049;193;97,6;0,7;103,1;0
211;03:31;449,2;449,2;63,47;8,06;1700,09;1,87;552,4;1396;0;;95;75;0;5;207;160;;82;6;10;0;248;97,5;0,6;103,1;0
212;03:32;449,34;449,34;62,75;7,21;1292,9;5,21;556,7;1375;0;;95;76;0;5;162;205;;259;227;22;2;691;97,5;0,7;103,1;0
213;03:33;449,69;449,69;64,72;5,14;1467,76;6,22;550,3;1381;0;;93;76;0;5;183;210;;0;15;8;115;225;97,5;0,6;103;0
214;03:34;450,25;450,25;64,12;5,11;1784,8;1,85;539,5;1397;0;;91;75;0;5;324;0;;62;81;247;411;143;97,4;0,6;103,1;0
215;03:35;451,23;451,23;66;5,24;2038,41;1,21;543,8;1410;0;;91;76;0;5;324;0;;62;81;247;411;143;97,3;0,6;103,1;0
216;03:36;451,67;451,67;63,6;5,49;1963,32;2,22;539,5;1403;0;;91;75;0;5;201;0;;0;16;5;0;16;97,3;0,6;103;0
217;03:37;452,1;452,1;63,57;8,55;1559,09;1,86;556,7;1389;0;;95;76;0;5;262;677;;0;1;70;0;678;97,3;0,7;103,2;0
218;03:38;452,31;452,31;64,33;3,59;1132,93;5,86;556,7;1368;0;;95;76;0;5;221;241;;15;168;0;0;424;97,5;0,6;103,1;0
219;03:39;452,99;452,99;65,23;7,47;2057,53;1,55;539,5;1409;0;;91;75;0;5;134;0;;0;22;154;160;22;97,6;0,6;103,1;0
220;03:40;453,77;453,77;64,64;6,69;2438,57;1,38;550,3;1425;0;;93;76;0;5;143;82;;98;11;134;3;191;97,5;0,6;103,1;0
221;03:41;454,45;454,45;65,19;0,32;2196,58;1,29;561,1;1420;0;;95;78;0;5;196;56;;0;236;5;12;292;97,4;0,6;103,1;0
222;03:42;454,45;446,65;72,11;0;97,69;1,82;567,5;1329;0;;96;78;0;5;196;56;;0;236;5;12;292;97,6;0,7;103,1;0
223;03:43;454,45;451,68;71,86;0;106,36;0;563,2;1334;0;;96;76;0;5;208;141;;0;0;72;17;141;97,4;0,6;103,1;0
224;03:44;454,45;449,54;72,39;0;36,48;0;563,2;1328;0;;96;76;0;5;135;152;;0;6;41;10;158;97,6;0,7;103,1;0
225;03:45;454,45;441,77;68,75;0;0;0;0;320;0;;0;0;0;5;114;48;;0;86;62;17;134;97,1;0,7;103,1;0
226;03:46;454,45;441,77;11,13;0;42,36;0;0;0;0;;0;0;0;5;99;0;;26;8;152;100;34;94,5;0,6;103,1;0
227;03:47;454,45;441,77;11,75;0;0;0;0;0;0;;0;0;0;5;161;158;;254;4;127;0;416;93;0,6;103,1;0
228;03:48;454,45;441,77;12,05;0;0;0;0;0;0;;0;0;0;5;318;0;;243;0;0;168;243;92,2;0,6;103,1;0
229;03:49;454,45;441,77;10,88;0;0;0;0;0;0;;0;0;0;5;318;0;;243;0;0;168;243;92,1;0,6;103,1;0
230;03:50;454,45;447,88;67,08;0;0;0;329,5;138;0;;89;0;0;4;173;68;;132;15;0;0;215;92,1;0,6;103,1;0
231;03:51;454,45;453,05;74,88;0;0;0;453,2;505;0;;77;62;0;4;121;521;;105;0;54;175;626;92,9;0,6;103,1;0
232;03:52;454,45;453,63;73,53;0;145,2;0;569,7;1190;0;;98;76;0;5;96;54;;231;20;0;0;305;94,7;0,7;103,1;0
233;03:53;454,72;454,72;71,7;0;456,71;0,38;556,7;1340;0;;95;76;0;5;151;168;;0;7;6;6;175;96,4;0,7;103;0
234;03:54;455,13;455,13;64,56;7,29;1666,01;2,06;556,7;1386;0;;95;76;0;5;211;46;;42;16;4;7;104;97,2;0,6;103,1;0
235;03:55;455,42;455,42;64,1;7,14;1691,86;4,52;556,7;1384;0;;95;76;0;5;243;1517;;786;0;0;543;2303;97,3;0,6;103,2;0
236;03:56;455,96;455,96;63,94;7,75;1847,78;1,69;556,7;1395;0;;95;76;0;5;243;1517;;786;0;0;543;2303;97,3;0,6;103,1;0
237;03:57;456,26;456,26;63,14;8,65;1812,28;2,86;556,7;1390;0;;95;76;0;4;184;146;;0;0;0;166;146;97,4;0,6;103;0
238;03:58;456,35;456,35;62,69;8,3;1216,32;5,94;556,7;1364;0;;95;76;0;5;59;0;;0;0;0;437;0;97,5;0,7;103,1;0
239;03:59;456,48;456,48;62,71;8,32;1441,25;9,12;550,3;1374;0;;93;76;0;5;242;0;;113;13;19;141;126;97,6;0,6;103;0
240;04:00;456,65;456,65;62,73;8,26;1667,99;6,57;550,3;1383;0;;93;76;0;5;477;0;;573;0;273;166;573;97,6;0,6;103;0
241;04:01;456,77;456,77;62,68;8,15;1473,59;6,58;556,7;1374;0;;95;76;0;5;422;254;;0;879;0;18;1133;97,6;0,6;103,1;0
242;04:02;456,9;456,9;63,05;2,21;1424,04;8,91;543,8;1370;0;;91;76;0;5;422;254;;0;879;0;18;1133;97,6;0,6;103,2;0
243;04:03;457,65;457,65;66,79;0,03;1966,68;2,1;556,7;1399;0;;95;76;0;5;264;147;;0;114;0;14;261;97,6;0,6;103,1;0
244;04:04;457,65;456,83;72,45;0;209,12;2,8;567,5;1323;0;;96;78;0;5;175;0;;79;3;332;18;82;97,6;0,6;103,1;0
245;04:05;457,65;456,83;72,88;0;11,57;0;563,2;1320;0;;96;76;0;5;117;128;;0;30;0;0;158;97,6;0,6;103,1;0
246;04:06;457,65;456,83;72,88;0;0,12;0;563,2;1320;0;;96;76;0;5;197;188;;270;0;193;19;458;97,6;0,7;103,1;0
247;04:07;457,65;456,83;72,89;0;1,02;0;563,2;1320;0;;96;76;0;5;64;137;;190;11;643;415;338;97,5;0,7;103,1;0
248;04:08;457,65;456,83;72,89;0;1,83;0;563,2;1320;0;;96;76;0;5;113;313;;259;0;0;7;572;97,6;0,6;103;0
249;04:09;457,65;456,83;72,9;0;1,33;0;563,2;1320;0;;96;76;0;5;113;313;;259;0;0;7;572;97,6;0,6;103,1;0
250;04:10;457,65;456,83;72,91;0;0,65;0;569,7;1319;0;;98;76;0;5;152;0;;0;13;50;1;13;97,6;0,7;103;0
251;04:11;457,65;456,83;72,92;0;0;0;563,2;1317;0;;96;76;0;5;269;0;;329;544;752;199;873;97,7;0,6;103,1;0
252;04:12;457,65;456,83;72,93;0;0,22;0;563,2;1316;0;;96;76;0;5;177;0;;0;54;1;0;54;97,7;0,6;103;0
253;04:13;457,65;456,83;72,92;0;0,21;0;563,2;1317;0;;96;76;0;5;482;0;;0;248;12;12;248;97,6;0,6;103,2;0
254;04:14;457,65;456,83;72,92;0;0,13;0;567,5;1316;0;;96;78;0;5;120;854;;0;6;64;16;860;97,7;0,6;103,1;0
255;04:15;457,65;456,83;72,91;0;0,1;0;574;1316;0;;98;78;0;5;137;38;;0;9;0;298;47;97,8;0,6;103;0
256;04:16;457,65;456,83;72,91;0;0,15;0;574;1316;0;;98;78;0;5;137;38;;0;9;0;298;47;97,8;0,6;103,1;0
257;04:17;457,65;456,83;72,91;0;0,29;0;567,5;1317;0;;96;78;0;5;111;0;;0;172;0;0;172;97,8;0,6;103;0
258;04:18;457,65;456,83;72,89;0;0,58;0;567,5;1316;0;;96;78;0;5;245;0;;0;1328;321;0;1328;97,8;0,7;103,1;0
259;04:19;457,65;456,83;72,89;0;0,26;0;574;1317;0;;98;78;0;5;178;0;;0;0;350;0;0;97,8;0,6;103,2;0
260;04:20;457,65;456,83;72,88;0;0,43;0;574;1317;0;;98;78;0;5;161;291;;79;4;13;0;374;97,8;0,7;103,1;0
261;04:21;457,65;456,83;72,87;0;0,29;0;567,5;1317;0;;96;78;0;5;76;93;;61;14;0;6;168;97,8;0,6;103,1;0
262;04:22;457,65;456,83;72,88;0;0,26;0;567,5;1316;0;;96;78;0;5;92;172;;121;1569;0;37;1862;97,8;0,6;103,1;0
263;04:23;457,65;456,83;72,87;0;1,12;0;574;1317;0;;98;78;0;8;92;172;;121;1569;0;37;1862;97,8;0,6;103;0
264;04:24;457,65;456,95;73,03;0;134,24;0;554,6;1314;0;;93;78;0;6;92;252;;0;13;14;7;265;97,8;0,6;103,1;0
265;04:25;457,65;457,1;73,59;0;55,2;0;219,7;1059;0;;60;0;0;5;862;0;;48;0;0;9;48;97,6;0,6;103,1;0
266;04:26;457,65;457,1;73,4;0;40,22;0;539,6;1101;0;;88;79;0;5;75;105;;83;76;37;0;264;97,2;0,6;103;0
267;04:27;457,65;457,13;73,26;0;39,18;0;539,6;1205;0;;88;79;0;5;204;0;;31;42;0;0;73;97,4;0,6;103,1;0
268;04:28;457,86;457,86;71,65;2,95;632,6;0,17;511,5;1235;0;;82;76;0;5;148;20;;90;4;0;24;114;97,4;0,6;103,1;0
269;04:29;458,81;458,81;65,13;6,78;2636,04;1,1;524,4;1362;0;;86;76;0;5;157;11;;592;341;0;283;944;97,3;0,6;103,1;0
270;04:30;459,7;459,7;64,06;6,51;2863,56;1,16;513,7;1375;0;;84;75;0;5;157;11;;592;341;0;283;944;97,3;0,6;103,1;0
271;04:31;460,66;460,66;64,62;6,56;2824,42;1,07;524,4;1376;0;;86;76;0;5;199;131;;28;106;21;18;265;97,3;0,6;103;0
272;04:32;461,53;461,53;66,54;2,67;2204,83;1,11;535,2;1348;0;;88;78;0;5;117;0;;0;3;4;19;3;97,3;0,6;103;0
273;04:33;461,68;461,68;63,48;8,06;968,86;3,22;541,7;1295;0;;89;78;0;5;106;47;;72;18;18;11;137;97,3;0,6;103,1;0
274;04:34;462,09;462,09;65,31;6,72;1808,96;4,94;524,4;1327;0;;86;76;0;5;89;170;;46;286;4;63;502;97,4;0,6;103;0
275;04:35;463,05;463,05;65,75;5,01;2366,06;1,11;524,4;1356;0;;86;76;0;5;122;31;;822;0;231;0;853;97,4;0,6;103,2;0
276;04:36;463,79;463,79;66,58;0;2148,94;1,18;548,2;1347;0;;91;78;0;5;52;26;;52;61;16;107;139;97,4;0,6;103;0
277;04:37;463,79;458,91;72,84;0;92,27;2,46;548,2;1264;0;;91;78;0;5;52;26;;52;61;16;107;139;97,5;0,6;103,1;0
278;04:38;463,79;460,92;72,67;0;92;0;548,2;1269;0;;91;78;0;5;116;245;;0;28;628;0;273;97,4;0,6;103,1;0
279;04:39;463,79;460,28;73,12;0;20,06;0;281,2;1185;0;;14;84;0;5;88;6;;12;20;4;185;38;97,6;0,6;103,1;0
280;04:40;463,79;451,01;63,48;0;0;0;0;96;0;;0;0;0;5;76;109;;0;345;17;0;454;96,6;0,7;103,1;0
281;04:41;463,79;451,01;10,77;0;34,73;0;0;0;0;;0;0;0;5;135;27;;0;14;15;15;41;94;0,6;103;0
282;04:42;463,79;451,01;11,96;0;0;0;0;0;0;;0;0;0;4;208;232;;0;1727;0;10;1959;92,8;0,7;103;0
283;04:43;463,79;451,01;11,29;0;0;0;0;0;0;;0;0;0;4;118;20;;11;16;11;202;47;92,2;0,6;103,1;0
284;04:44;463,79;453,79;49,07;0;0;0;297,2;96;0;;81;0;0;4;118;20;;11;16;11;202;47;92;0,6;103,1;0
285;04:45;463,79;460,33;74,61;0;0;0;548,2;1123;0;;91;78;0;4;95;16;;13;13;0;6;42;92,8;0,6;103,1;0
286;04:46;463,79;462,94;74,37;0;0;0;526,6;1207;0;;84;79;0;4;111;0;;0;29;0;81;29;95,6;0,7;103;0
287;04:47;463,79;463,31;74,16;0;65,11;0;541,7;1210;0;;89;78;0;4;67;0;;302;0;1473;630;302;96,8;0,6;103;0
288;04:48;464,12;464,12;71,96;3,37;562,35;0,92;528,8;1242;0;;86;78;0;4;96;241;;0;17;7;19;258;97,2;0,6;103;0
289;04:49;465,13;465,13;65,61;5,28;2671,98;1,32;518;1335;0;;84;76;0;4;59;0;;0;13;10;3;13;97,3;0,6;103;0
290;04:50;465,81;465,81;63,38;6,83;2694,47;1,51;518;1358;0;;84;76;0;4;193;0;;0;19;0;8;19;97,3;0,6;103,1;0
291;04:51;466,75;466,75;65,52;5,36;2625,12;1,2;535,2;1356;0;;88;78;0;5;193;0;;0;19;0;8;19;97,2;0,6;103,1;0
292;04:52;467,7;467,7;65,59;4,72;2569,24;1,07;524,4;1354;0;;86;76;0;5;86;214;;57;228;127;18;499;97,3;0,6;103,1;0
293;04:53;468,67;468,67;64,66;7,06;2866,7;1,05;518;1370;0;;84;76;0;4;69;54;;9;2745;0;11;2808;97,3;0,6;103,1;0
294;04:54;469,63;469,63;64,83;7,13;2776,35;1,06;518;1366;0;;84;76;0;4;148;0;;145;17;4;0;162;97,3;0,6;103;0
295;04:55;470;470;63,22;7,94;1820,29;2,08;541,7;1324;0;;89;78;0;5;258;1063;;0;346;874;0;1409;97,3;0,6;103;0
296;04:56;470,23;470,23;63,48;8,13;1718,49;5,71;528,8;1315;0;;86;78;0;7;326;199;;0;0;1;8;199;97,4;0,6;103;0
297;04:57;470,31;470,31;62,72;8,37;1324,81;4,19;535,2;1298;0;;88;78;0;8;78;0;;0;19;30;1121;19;97,4;0,6;103,1;0
298;04:58;470,64;470,64;65,12;2,91;1659,05;6,5;535,2;1312;0;;88;78;0;5;78;0;;0;19;30;1121;19;97,5;0,6;103;0
299;04:59;471,6;471,6;66,71;3,71;2400,34;1,12;524,4;1347;0;;86;76;0;5;273;0;;0;1142;0;0;1142;97,3;0,6;103;0
300;05:00;472,38;472,38;64,23;6,48;2797,59;1,28;518;1366;0;;84;76;0;5;277;0;;231;375;155;349;606;97,3;0,6;103;0
301;05:01;472,91;472,91;64,62;7,69;2177,69;1,66;530,9;1341;0;;88;76;0;5;137;0;;0;10;34;310;10;97,3;0,6;103;0
302;05:02;473,33;473,33;63,55;4,33;2463,88;2,53;524,4;1352;0;;86;76;0;5;108;0;;0;6;177;24;6;97,3;0,6;103,1;0
303;05:03;473,62;468,93;70,92;0;963,53;1,31;552,5;1291;0;;91;79;0;5;86;432;;16;61;5;97;509;97,3;0,6;103,1;0
304;05:04;473,62;468,04;73,31;0;152,42;0;541,7;1260;0;;89;78;0;5;99;239;;76;15;0;312;330;97,3;0,6;103;0
305;05:05;473,62;473,43;73,2;0;141,65;0;546;1260;0;;89;79;0;5;99;239;;76;15;0;312;330;97,6;0,6;103,1;0
306;05:06;473,62;460,93;65,4;0;0;0;0;571;0;;0;0;0;5;82;18;;0;0;0;19;18;97,6;0,6;103,2;0
307;05:07;473,62;460,93;10,39;0;39,47;0;0;0;0;;0;0;0;5;60;138;;0;9;94;0;147;95,1;0,6;103,1;0
308;05:08;473,62;460,93;12,18;0;0;0;0;0;0;;0;0;0;4;154;0;;19;17;0;0;36;93,3;0,6;103,1;0
309;05:09;473,62;460,8;11,46;0;0;0;0;0;0;;0;0;0;4;574;115;;0;5;0;0;120;92,5;0,6;103,1;0
310;05:10;473,62;464,51;35,04;0;0;0;297,2;73;0;;81;0;0;4;221;0;;93;13;116;0;106;92,2;0,6;103,1;0
311;05:11;473,62;472,17;74,48;0;58,1;0;548,2;1154;0;;91;78;0;4;231;0;;0;224;1;89;224;93,2;0,6;103,1;0
312;05:12;473,62;472,46;74,26;0;117,29;0;546;1249;0;;89;79;0;4;231;0;;0;224;1;89;224;95,8;0,7;103;0
313;05:13;473,62;473,22;74,35;0;104,16;0;541,7;1244;0;;89;78;0;4;60;0;;55;7;59;10;62;97,1;0,6;103,1;0
314;05:14;473,72;473,72;73,63;0;252,37;0,43;548,2;1249;0;;91;78;0;5;71;115;;173;50;11;134;338;97,3;0,6;103,1;0
315;05:15;474,56;474,56;66,01;6,97;2423,59;1,52;518;1339;0;;84;76;0;5;1571;63;;122;4;0;0;189;97,4;0,6;103;0
316;05:16;475,57;475,57;64,85;6,78;2910,51;1,06;507,2;1366;0;;82;75;0;4;55;397;;271;5;11;0;673;97,3;0,6;103,1;0
317;05:17;475,67;475,67;63,49;7,52;1289,79;3,15;535,2;1290;0;;88;78;0;4;636;170;;0;808;6;0;978;97,3;0,7;103,1;0
318;05:18;475,71;475,71;63,66;7,18;993,98;7,86;535,2;1274;0;;88;78;0;4;98;97;;0;0;9;833;97;97,5;0,6;103,1;0
319;05:19;475,75;475,75;63,6;7,14;1014,6;12,69;530,9;1274;0;;88;76;0;4;98;97;;0;0;9;833;97;97,5;0,6;103;0
320;05:20;475,78;475,78;63,56;6,99;998,42;17,43;535,2;1274;0;;88;78;0;4;59;56;;0;14;2;0;70;97,5;0,6;103;0
321;05:21;476,44;476,44;65,7;5,71;2364;8,34;513,7;1334;0;;84;75;0;5;176;270;;0;15;0;903;285;97,6;0,6;103,1;0
322;05:22;477,43;477,43;66,02;7,07;2704,18;1,02;518;1351;0;;84;76;0;4;177;393;;0;290;152;5;683;97,4;0,6;103;0
323;05:23;478,44;478,44;65,92;4,1;2787,11;1,01;518;1363;0;;84;76;0;4;461;34;;358;65;756;0;457;97,3;0,6;103;0
324;05:24;479,43;479,43;65,9;5,22;2724,21;1,03;518;1357;0;;84;76;0;4;70;58;;87;17;6;64;162;97,3;0,7;103,1;0
325;05:25;480,38;480,38;65,53;4,81;2877,48;1,07;518;1364;0;;84;76;0;4;63;0;;67;0;198;630;67;97,3;0,6;103,1;0
326;05:26;481,31;481,31;65,55;5,88;2810,03;1,08;518;1363;0;;84;76;0;4;63;0;;67;0;198;630;67;97,1;0,6;103,1;0
327;05:27;481,88;481,88;64,38;6,87;2238,22;1,04;535,2;1339;0;;88;78;0;4;90;0;;0;0;0;1324;0;97,1;0,6;103;0
328;05:28;482,13;482,13;65,17;1,12;1537,76;1,93;535,2;1307;0;;88;78;0;5;91;0;;0;13;0;6;13;97,4;0,6;103,1;0
329;05:29;482,76;482,76;68,22;0;1938,85;1,47;541,7;1324;0;;89;78;0;4;83;363;;0;20;193;29;383;97,6;0,6;103,1;0
330;05:30;482,76;475,74;74,04;0;118,86;2,29;548,2;1250;0;;91;78;0;5;91;7;;11;15;15;6;33;97,6;0,6;103;0
331;05:31;482,76;481,93;73,25;0;167,81;0;541,7;1256;0;;89;78;0;5;73;51;;244;7;17;40;302;97,5;0,6;103,1;0
332;05:32;482,76;481,98;75,12;0;5,4;0;242,5;558;0;;0;89;0;4;56;15;;0;15;15;16;30;97,3;0,6;103;0
333;05:33;482,76;481,98;75,26;0;0,75;0;329,5;404;0;;89;0;0;4;56;15;;0;15;15;16;30;95,9;0,6;103,1;0
334;05:34;482,76;481,98;75,16;0;0,36;0;329,5;485;0;;89;0;0;5;63;40;;33;11;7;10;84;95,3;0,6;103;0
335;05:35;482,76;471,67;75,78;0;0,86;0;116,3;448;0;;32;0;0;4;376;25;;7;2;264;12;34;95,1;0,6;103;0
336;05:36;482,76;469,8;43,37;0;0;0;0;0;0;;0;0;0;4;80;12;;41;14;14;18;67;94,4;0,6;103;0
337;05:37;482,76;469,8;11,05;0;32,75;0;0;0;0;;0;0;0;4;73;44;;0;14;15;12;58;93,2;0,6;103;0
338;05:38;482,76;469,8;11,85;0;0;0;0;0;0;;0;0;0;4;79;138;;0;3;74;8;141;92,5;0,6;103,1;0
339;05:39;482,76;469,71;11,39;0;0;0;0;0;0;;0;0;0;4;84;71;;53;16;16;16;140;92,2;0,6;103,1;0
340;05:40;482,76;475,68;76,79;0;0;0;451,3;494;0;;61;82;0;4;84;71;;53;16;16;16;140;92,1;0,6;103;0
341;05:41;482,76;481,69;75,33;0;71,66;0;498,7;940;0;;75;81;0;4;52;51;;125;17;0;12;193;94;0,6;103,1;0
342;05:42;482,76;481,93;74,99;0;110,89;0;535,2;1221;0;;88;78;0;4;90;114;;0;106;17;14;220;95,8;0,7;103;0
343;05:43;482,87;482,87;73,42;0,42;456,39;0,07;528,8;1231;0;;86;78;0;4;66;32;;41;15;27;18;88;96,9;0,6;103;0
344;05:44;483,1;483,1;65,84;5,67;1460,29;2,76;522,3;1268;0;;84;78;0;4;71;79;;7;14;16;12;100;97,2;0,6;103;0
345;05:45;483,39;483,39;65,86;3,43;1923,58;5,53;522,3;1287;0;;84;78;0;4;73;10;;19;9;0;1;38;97,3;0,6;103,1;0
346;05:46;484,27;484,27;66,2;6,77;2578,79;1,23;505,1;1319;0;;81;76;0;4;63;0;;51;10;14;11;61;97,3;0,6;103,1;0
347;05:47;484,42;484,42;65,46;0,92;1259,15;3,51;522,3;1259;0;;84;78;0;4;63;0;;51;10;14;11;61;97,3;0,6;103;0
348;05:48;485,32;485,32;68,19;6,25;2106,4;1,94;511,5;1295;0;;82;76;0;4;56;0;;38;14;10;0;52;97,3;0,6;103;0
349;05:49;486,34;486,34;67,12;3,92;2443,89;0,99;515,9;1315;0;;82;78;0;4;165;321;;0;14;14;19;335;97,3;0,6;103;0
350;05:50;487,31;487,31;66,93;4,33;2429,42;1,05;511,5;1313;0;;82;76;0;4;101;3;;9;12;90;0;24;97,3;0,7;103,1;0
351;05:51;488,19;488,19;66,51;4,72;2452,87;1,15;515,9;1316;0;;82;78;0;4;79;39;;65;0;212;0;104;97,3;0,6;103,1;0
352;05:52;488,98;488,98;66,11;5,17;2317,46;1,25;515,9;1313;0;;82;78;0;5;88;41;;2;165;9;6;208;97,3;0,6;103,1;0
353;05:53;489,64;489,64;65,77;4,84;2317,06;1,55;511,5;1314;0;;82;76;0;5;88;41;;2;165;9;6;208;97,3;0,6;103;0
354;05:54;490,49;490,49;66,56;5,36;2306,64;1,22;515,9;1315;0;;82;78;0;5;91;135;;0;17;17;11;152;97,3;0,6;103,1;0
355;05:55;491,23;491,23;66,3;6,06;2108,63;1,26;528,8;1307;0;;86;78;0;5;147;198;;116;8;258;0;322;97,4;0,6;103,1;0
356;05:56;491,3;491,3;65,32;5,38;1012,84;3,94;528,8;1256;0;;86;78;0;5;108;0;;0;24;0;212;24;97,3;0,6;103,1;0
357;05:57;491,35;491,35;65,29;5,77;957,72;8,59;528,8;1251;0;;86;78;0;5;67;8;;0;16;377;80;24;97,3;0,7;103;0
358;05:58;491,51;491,51;65,44;5,89;1461,53;10,74;528,8;1272;0;;86;78;0;5;89;64;;5;16;432;119;85;97,3;0,6;103,1;0
359;05:59;491,89;491,89;67,22;2,23;1770,17;6,17;522,3;1283;0;;84;78;0;5;68;23;;35;5;18;18;63;97,4;0,6;103,1;0
360;06:00;492,36;492,36;69,68;0;1600,4;1,72;533,1;1279;0;;86;79;0;5;68;23;;35;5;18;18;63;97,3;0,6;103,1;0
361;06:01;492,36;483,18;74,85;0;159,98;2,34;535,2;1218;0;;88;78;0;5;77;0;;0;16;18;8;16;97,3;0,6;103,1;0
362;06:02;492,36;489,85;74,13;0;217,32;0;533,1;1225;0;;86;79;0;5;98;19;;7;13;21;18;39;97,3;0,7;103;0
363;06:03;492,36;491,61;74,54;0;124,16;0;539,6;1220;0;;88;79;0;5;124;0;;0;0;7;13;0;97,6;0,6;103;0
364;06:04;492,36;479,38;77,07;0;4,28;0;0;601;0;;0;0;0;5;71;5;;0;15;108;20;20;97,4;0,6;103;0
365;06:05;492,36;479,6;34,45;0;29,67;0;0;0;0;;0;0;0;5;523;0;;97;14;61;0;111;95,1;0,6;103;0
366;06:06;492,36;479,6;11,43;0;5,6;0;0;0;0;;0;0;0;5;60;0;;0;10;0;77;10;93,3;0,6;103,1;0
367;06:07;492,36;479,4;12,15;0;0;0;0;0;0;;0;0;0;5;60;0;;0;10;0;77;10;92,6;0,6;103;0
368;06:08;492,36;479,4;9,96;0;0;0;0;0;0;;0;0;0;5;58;24;;0;15;16;117;39;92,2;0,6;103,1;0
369;06:09;492,36;486,17;72,64;0;0;0;459,4;353;0;;89;48;0;5;421;0;;2;139;76;11;141;92,1;0,6;103;0
370;06:10;492,36;491,63;75,68;0;81,06;0;535,2;1214;0;;88;78;0;4;135;47;;8;48;14;15;103;94,2;0,6;103;0
371;06:11;492,38;492,38;75,31;1,25;176,97;0;539,6;1217;0;;88;79;0;4;64;54;;70;12;11;16;136;96,5;0,7;103;0
