line;timestmp;depth (m);bitdepth (m);hook_load (klb);wob (klb);rpm;torque;rop ;flowin (gal/stk);spp (psi);ChockePressure (psi);flowout (%);SPM1 (spm);SPM2 (spm);pitlevel1 (bbl);pitlevel2 (bbl);pitlevel3 (bbl);;pitlevel4 (bbl);pitlevel5 (bbl);pitlevel6 (bbl);pitlevel7 (bbl);totalpitlevel (bbl);RPMAnalog;BlockPosition;RPMTotal;H2S (ppm)
928;15:28;653,04;640,31;50,38;0;4,79;0;0;0;0;;0;0;0;5;113;59;;31;13;15;14;103;96,7;0,7;65,4;0
929;15:29;653,04;640,31;18,26;0;59,58;0;0;0;0;;0;0;0;5;53;48;;27;12;15;12;87;94,7;0,7;65,4;0
930;15:30;653,04;640,31;12,35;0;0;0;0;0;0;;0;0;0;5;80;64;;27;16;14;15;107;94;0,7;65,3;0
931;15:31;653,04;640,31;12,49;0;0;0;0;0;0;;0;0;0;5;75;69;;26;15;12;19;110;93,8;0,7;65,2;0
932;15:32;653,04;640,31;12,48;0;0;0;0;0;0;;0;0;0;5;56;52;;25;17;14;16;94;93,7;0,7;65,3;0
933;15:33;653,04;640,31;12,49;0;0;0;0;0;0;;0;0;0;5;68;58;;27;15;17;14;100;93,5;0,7;65,2;0
934;15:34;653,04;640,31;12,5;0;0;0;0;0;0;;0;0;0;5;68;58;;27;15;17;14;100;93,4;0,7;65,3;0
935;15:35;653,04;640,31;12,48;0;0;0;0;0;0;;0;0;0;5;100;44;;23;14;15;14;81;93,4;0,7;65,3;0
936;15:36;653,04;640,31;12,46;0;0;0;0;0;0;;0;0;0;5;115;60;;28;17;22;14;105;93,4;0,7;65,4;0
937;15:37;653,04;640,31;12,48;0;0;0;0;0;0;;0;0;0;5;101;33;;28;15;18;12;76;93,4;0,7;65,4;0
938;15:38;653,04;640,31;12,48;0;0;0;0;0;0;;0;0;0;5;107;62;;25;19;14;16;106;93,4;0,7;65,4;0
939;15:39;653,04;640,31;12,49;0;0;0;0;0;0;;0;0;0;5;157;53;;30;16;14;15;99;93,3;0,7;65,3;0
940;15:40;653,04;640,31;12,51;0;0;0;0;0;0;;0;0;0;5;92;35;;28;13;16;15;76;93,3;0,7;65,3;0
941;15:41;653,04;640,31;12,51;0;0;0;0;0;0;;0;0;0;5;92;35;;28;13;16;15;76;93,2;0,7;65,3;0
942;15:42;653,04;640,31;12,53;0;0;0;0;0;0;;0;0;0;5;81;45;;28;13;16;14;86;93,2;0,7;65,5;0
943;15:43;653,04;640,31;12,54;0;0;0;0;0;0;;0;0;0;5;90;54;;27;17;19;17;98;93,1;0,7;65,4;0
944;15:44;653,04;640,31;12,53;0;0;0;0;0;0;;0;0;0;5;109;57;;32;15;16;14;104;93,2;0,8;65,2;0
945;15:45;653,04;640,31;12,53;0;0;0;0;0;0;;0;0;0;5;71;56;;23;16;20;14;95;93,2;0,7;65,4;0
946;15:46;653,04;640,31;12,53;0;0;0;0;0;0;;0;0;0;5;78;18;;26;17;16;14;61;93,2;0,7;65,3;0
947;15:47;653,04;640,31;12,51;0;0;0;0;0;0;;0;0;0;5;95;47;;27;15;19;16;89;93,1;0,7;65,3;0
948;15:48;653,04;640,31;12,53;0;0;0;0;0;0;;0;0;0;5;95;47;;27;15;19;16;89;93,2;0,7;65,4;0
949;15:49;653,04;640,31;12,51;0;0;0;0;0;0;;0;0;0;5;60;49;;23;15;19;17;87;93,2;0,7;65,3;0
950;15:50;653,04;640,31;12,51;0;0;0;0;0;0;;0;0;0;5;94;61;;27;12;14;14;100;93,1;0,7;65,4;0
951;15:51;653,04;640,31;12,52;0;0;0;0;0;0;;0;0;0;5;102;67;;36;15;18;13;118;93,2;0,7;65,3;0
952;15:52;653,04;640,31;12,49;0;0;0;0;0;0;;0;0;0;5;82;56;;28;16;16;14;100;93,1;0,8;65,3;0
953;15:53;653,04;640,31;12,48;0;0;0;0;0;0;;0;0;0;5;86;43;;26;17;20;17;86;93,1;0,8;65,4;0
954;15:54;653,04;640,31;12,52;0;0;0;0;0;0;;0;0;0;5;115;35;;25;14;16;14;74;93,1;0,7;65,3;0
955;15:55;653,04;640,31;12,46;0;0;0;0;0;0;;0;0;0;5;115;35;;25;14;16;14;74;93;0,8;65,2;0
956;15:56;653,04;640,31;12,49;0;0;0;0;0;0;;0;0;0;5;67;57;;26;14;17;16;97;93;0,8;65,3;0
957;15:57;653,04;640,31;12,48;0;0;0;0;0;0;;0;0;0;5;127;58;;32;13;13;14;103;93;0,7;65,4;0
958;15:58;653,04;640,31;12,46;0;0;0;0;0;0;;0;0;0;5;87;71;;29;14;17;15;114;93;0,7;65,4;0
959;15:59;653,04;640,31;12,45;0;0;0;0;0;0;;0;0;0;5;110;55;;25;11;16;15;91;92,9;0,7;65,3;0
960;16:00;653,04;640,31;12,47;0;0;0;0;0;0;;0;0;0;5;82;34;;23;15;16;15;72;92,9;0,8;65,2;0
961;16:01;653,04;640,31;12,47;0;0;0;0;0;0;;0;0;0;5;84;53;;29;14;17;14;96;92,9;0,7;65,3;0
962;16:02;653,04;640,31;12,46;0;0;0;0;0;0;;0;0;0;5;84;53;;29;14;17;14;96;92,9;0,7;65,4;0
963;16:03;653,04;640,31;12,47;0;0;0;0;0;0;;0;0;0;5;49;44;;30;17;18;15;91;92,9;0,7;65,4;0
964;16:04;653,04;640,31;12,45;0;0;0;0;0;0;;0;0;0;5;87;57;;25;13;18;15;95;92,9;0,8;65,3;0
965;16:05;653,04;640,31;12,44;0;0;0;0;0;0;;0;0;0;5;105;50;;25;16;19;20;91;92,9;0,7;65,5;0
966;16:06;653,04;640,31;12,45;0;0;0;0;0;0;;0;0;0;5;85;53;;36;14;15;17;103;92,9;0,7;65,3;0
967;16:07;653,04;640,31;12,45;0;0;0;0;0;0;;0;0;0;5;98;52;;23;13;17;16;88;92,9;0,8;65,3;0
968;16:08;653,04;640,31;12,46;0;0;0;0;0;0;;0;0;0;5;102;34;;25;17;17;16;76;92,9;0,8;65,3;0
969;16:09;653,04;640,31;12,44;0;0;0;0;0;0;;0;0;0;5;102;34;;25;17;17;16;76;92,9;0,7;65,3;0
970;16:10;653,04;640,31;12,39;0;0;0;0;0;0;;0;0;0;5;104;35;;28;17;16;13;80;92,9;0,7;65,3;0
971;16:11;653,04;640,21;12,39;0;0;0;0;0;0;;0;0;0;5;104;45;;29;15;15;11;89;92,9;0,7;65,3;0
972;16:12;653,04;640,21;11,9;0;0;0;0;0;0;;0;0;0;5;129;33;;27;14;15;19;74;92,9;0,8;65,4;0
973;16:13;653,04;639,94;35,8;0;0;0;0;0;0;;0;0;0;5;34;49;;25;14;16;19;88;92,9;0,8;65,5;0
974;16:14;653,04;651,94;85,41;0;2,65;0;409,8;596;0;;51;81;0;5;68;47;;30;18;16;15;95;93,1;0,8;65,3;0
975;16:15;653,04;652,41;85,29;0;219,39;0;445,5;1055;0;;62;79;0;5;94;56;;23;17;19;16;96;95,8;0,8;65,4;0
976;16:16;653,04;653;84,92;0;233,15;0;449,8;1102;0;;62;81;0;5;94;56;;23;17;19;16;96;97,3;0,7;65,4;0
977;16:17;653,59;653,59;79,8;4,95;1902,41;1,31;422,6;1183;0;;56;79;0;5;74;34;;32;16;15;18;82;97,8;0,7;65,3;0
978;16:18;654,17;654,17;79,69;5,79;2017,35;1,75;418,3;1214;0;;56;78;0;5;97;55;;26;15;18;13;96;97,8;0,7;65,3;0
979;16:19;654,76;654,76;79,68;5,7;2050,55;1,73;422,6;1222;0;;56;79;0;5;99;38;;26;15;21;14;79;97,7;0,8;65,4;0
980;16:20;655,31;655,31;79,37;5,99;2104,71;1,46;418,3;1225;0;;56;78;0;5;107;67;;29;16;17;11;112;97,7;0,7;65,4;0
981;16:21;655,88;655,88;76,27;7,33;2587,32;1,79;418,3;1248;0;;56;78;0;5;45;40;;21;14;19;18;75;97,6;0,7;65,4;0
982;16:22;656,46;656,46;78,04;6,66;2447,36;1,73;412,5;1242;0;;54;78;0;5;111;46;;30;19;15;13;95;97,6;0,7;65,3;0
983;16:23;657,04;657,04;78,58;5,73;2176,3;1,74;428,3;1248;0;;57;79;0;5;111;46;;30;19;15;13;95;97,6;0,7;65,3;0
984;16:24;657,61;657,61;79,83;5,19;1793,38;1,77;428,3;1240;0;;57;79;0;5;128;46;;27;16;14;13;89;97,7;0,7;65,4;0
985;16:25;658,21;658,21;71,77;21,81;3224,56;1,71;408,2;1299;0;;54;76;0;5;70;48;;25;14;16;14;87;97,7;0,7;65,4;0
986;16:26;658,79;658,79;69,49;12,38;4074,82;1,72;402,5;1338;0;;53;76;0;5;96;61;;32;13;14;16;106;97,5;0,7;65,4;0
987;16:27;659,37;659,37;75,33;10,43;2966,25;1,74;408,2;1287;0;;54;76;0;5;90;65;;29;16;14;14;110;97,4;0,7;65,3;0
988;16:28;659,96;659,96;77,52;4,8;2353,25;1,73;424;1266;0;;57;78;0;5;61;52;;27;15;15;15;94;97,5;0,7;65,4;0
989;16:29;660,53;660,53;79,67;7,37;1755,31;1,45;424;1243;0;;57;78;0;5;98;38;;25;17;13;14;80;97,6;0,7;65,4;0
990;16:30;661,11;661,11;73,64;5,59;2986,24;1,75;408,2;1293;0;;54;76;0;5;98;38;;25;17;13;14;80;97,7;0,7;65,3;0
991;16:31;661,68;661,68;78,25;6,85;2049,59;1,78;424;1257;0;;57;78;0;5;65;21;;29;15;17;13;65;97,6;0,7;65,3;0
992;16:32;662,25;662,25;77,49;5,99;2131,34;1,78;424;1259;0;;57;78;0;5;96;54;;26;15;15;18;95;97,6;0,7;65,3;0
993;16:33;662,72;662,72;78,43;3,01;1800,96;1,81;434;1246;0;;59;79;0;5;104;54;;30;17;13;16;101;97,7;0,7;65,3;0
994;16:34;662,72;656,21;84,69;0;126,19;1,93;47,6;1051;0;;0;17;0;5;105;47;;42;13;20;16;102;97,4;0,7;65,3;0
995;16:35;662,72;650,16;69,35;0;3,53;0;0;0;0;;0;0;0;5;112;99;;24;15;16;13;138;96,2;0,7;65,4;0
996;16:36;662,72;650,16;20,52;0;98,91;0;0;0;0;;0;0;0;5;117;50;;27;11;17;15;88;94,5;0,7;65,4;0
997;16:37;662,72;650,16;12,34;0;0;0;0;0;0;;0;0;0;5;117;50;;27;11;17;15;88;93,9;0,7;65,3;0
998;16:38;662,72;650,16;12,04;0;0;0;0;0;0;;0;0;0;5;56;52;;28;16;16;13;96;93,7;0,7;65,5;0
999;16:39;662,72;649,87;37,3;0;4,12;0;269;18;0;;73;0;0;5;97;56;;28;17;17;14;101;93,5;0,7;65,6;0
1000;16:40;662,72;661,37;84,48;0;2,67;0;408,4;952;0;;50;82;0;5;82;41;;29;17;14;16;87;94;0,7;68,1;0
1001;16:41;662,72;661,89;84,95;0;229,96;0;451,2;1147;0;;64;79;0;5;88;60;;26;14;13;15;100;96,2;0,7;71;0
1002;16:42;662,99;662,99;82,71;7,33;844,69;1,31;429,7;1244;0;;59;78;0;5;56;63;;25;14;12;18;102;97,2;0,7;72,6;0
1003;16:43;663,58;663,58;76,85;11,89;2367,71;1,71;429,7;1301;0;;59;78;0;5;120;45;;28;14;19;14;87;97,6;0,7;72,5;0
1004;16:44;664,13;664,13;76,56;6,06;2518,75;1,56;435,4;1311;0;;61;78;0;5;120;45;;28;14;19;14;87;97,7;0,7;74,4;0
1005;16:45;664,7;664,7;78,3;5,31;2062,53;1,69;435,4;1292;0;;61;78;0;5;111;56;;28;14;21;14;98;97,6;0,7;77,7;0
1006;16:46;665,25;665,25;78,64;7,68;1944,54;1,79;435,4;1286;0;;61;78;0;5;42;51;;34;14;14;19;99;97,7;0,7;81,2;0
1007;16:47;665,84;665,84;73,03;11,25;3094,9;1,71;419,7;1327;0;;57;76;0;5;99;52;;29;18;19;14;99;97,8;0,7;84,5;0
1008;16:48;666,4;666,4;75,53;2,38;2805,13;1,47;441,2;1317;0;;62;78;0;5;131;46;;30;17;16;17;93;97,7;0,7;88;0
1009;16:49;666,98;666,98;82,06;3,38;1059,79;1,79;441,2;1255;0;;62;78;0;5;117;51;;41;13;16;12;105;97,8;0,7;91,4;0
1010;16:50;667,57;667,57;79,48;6,14;1619,13;1,7;425,4;1276;0;;59;76;0;5;94;60;;41;15;15;17;116;97,9;0,7;95,1;0
1011;16:51;668,16;668,16;72,37;6,17;3157,9;1,7;429,7;1335;0;;59;78;0;5;94;60;;41;15;15;17;116;97,9;0,7;99,2;0
1012;16:52;668,72;668,72;77,56;7,37;2262,25;1,81;435,4;1300;0;;61;78;0;5;63;40;;24;15;19;15;79;97,7;0,7;103;0
1013;16:53;669,3;669,3;77,81;7,74;2162,84;1,43;435,4;1293;0;;61;78;0;5;99;59;;38;13;20;12;110;97,9;0,7;103,6;0
1014;16:54;669,88;669,88;77,21;11,32;2248,18;1,72;429,7;1296;0;;59;78;0;5;90;77;;27;16;13;17;120;97,9;0,7;103,7;0
1015;16:55;670,42;670,42;74,54;8,49;2734,43;1,85;435,4;1317;0;;61;78;0;5;131;55;;29;14;18;14;98;97,8;0,7;103,7;0
1016;16:56;671;671;76,89;7,79;2420;1,79;431,1;1303;0;;61;76;0;5;47;45;;32;14;12;16;91;97,9;0,7;103,6;0
1017;16:57;671,57;671,57;76,75;6,2;2527,59;1,44;425,4;1308;0;;59;76;0;5;47;45;;32;14;12;16;91;97,8;0,7;103,6;0
1018;16:58;672,16;672,16;79,12;5,07;2127,95;1,43;429,7;1292;0;;59;78;0;5;72;51;;26;16;17;15;93;97,7;0,7;103,6;0
1019;16:59;672,18;672,18;83,1;0,92;626,59;4,07;441,2;1241;0;;62;78;0;5;76;57;;25;16;12;15;98;97,8;0,7;103,6;0
1020;17:00;672,18;668,6;84,64;0;228,07;6,68;456,9;1229;0;;65;79;0;5;95;59;;30;17;14;13;106;97,9;0,7;103,5;0
1021;17:01;672,18;659,55;64,27;0;1,24;0;0;437;0;;0;0;0;5;84;49;;29;14;15;15;92;97,4;0,7;103,6;0
1022;17:02;672,18;659,55;19,65;0;73,15;0;0;0;0;;0;0;0;5;60;42;;27;14;13;17;83;95,4;0,7;103,6;0
1023;17:03;672,18;659,55;11,99;0;0;0;0;0;0;;0;0;0;5;107;64;;30;17;15;14;111;94,3;0,7;103,6;0
1024;17:04;672,18;659,55;10,57;0;0;0;0;0;0;;0;0;0;5;107;64;;30;17;15;14;111;93,9;0,7;103,7;0
1025;17:05;672,18;659,53;12,34;0;0;0;0;0;0;;0;0;0;5;95;50;;24;16;20;15;90;93,8;0,7;103,6;0
1026;17:06;672,18;665,95;87,13;0;0;0;398,3;575;0;;48;81;0;5;95;55;;37;17;17;20;109;93,8;0,7;103,6;0
1027;17:07;672,18;670,71;85,63;0;130,58;0;409,8;1031;0;;51;81;0;5;78;32;;24;16;17;18;72;96;0,7;103,6;0
1028;17:08;672,18;671,54;85,65;0;205,61;0;428,3;1129;0;;57;79;0;5;171;56;;38;13;14;12;107;97,3;0,7;103,6;0
1029;17:09;672,36;672,36;84,39;5,74;590,9;0,66;416,9;1151;0;;54;79;0;5;92;26;;28;17;14;14;71;97,7;0,7;103,5;0
1030;17:10;672,92;672,92;79,79;4,97;2099,41;1,96;429,7;1268;0;;59;78;0;5;71;61;;27;15;15;14;103;97,6;0,7;103,5;0
1031;17:11;673,49;673,49;80,83;5,22;1691,97;1,46;429,7;1267;0;;59;78;0;5;71;61;;27;15;15;14;103;97,7;0,7;103,7;0
1032;17:12;674,08;674,08;80,82;5,26;1628,43;1,73;435,4;1264;0;;61;78;0;5;55;60;;27;17;19;17;104;97,9;0,7;103,6;0
1033;17:13;674,65;674,65;80,13;7,82;1878,04;1,76;429,7;1269;0;;59;78;0;5;105;66;;24;13;19;18;103;97,9;0,7;103,7;0
1034;17:14;675,21;675,21;79,68;6,82;2142,32;1,46;429,7;1277;0;;59;78;0;5;72;28;;28;16;16;14;72;97,9;0,7;103,6;0
1035;17:15;675,76;675,76;79,84;4,46;2043,36;1,79;429,7;1279;0;;59;78;0;5;112;38;;25;14;17;17;77;97,9;0,7;103,6;0
1036;17:16;676,35;676,35;79,6;7,59;2130,6;1,75;429,7;1281;0;;59;78;0;5;98;47;;29;16;16;15;92;97,9;0,7;103,6;0
1037;17:17;676,93;676,93;79,68;4,51;1968,76;1,73;435,4;1274;0;;61;78;0;5;115;29;;27;14;16;14;70;97,8;0,7;103,6;0
1038;17:18;677,52;677,52;80,62;14,1;1425,91;1,74;429,7;1257;0;;59;78;0;5;115;29;;27;14;16;14;70;97,9;0,7;103,6;0
1039;17:19;678,1;678,1;75,79;7,51;2669,04;1,74;429,7;1308;0;;59;78;0;5;108;58;;29;16;20;17;103;97,9;0,7;103,6;0
1040;17:20;678,68;678,68;78,08;9,45;2408,13;1,75;429,7;1293;0;;59;78;0;5;113;55;;27;16;20;15;98;97,9;0,6;103,6;0
1041;17:21;679,26;679,26;77,37;7,39;2574,93;1,73;429,7;1300;0;;59;78;0;5;98;74;;37;14;11;15;125;97,9;0,7;103,5;0
1042;17:22;679,83;679,83;79,4;9,01;1980,87;1,78;429,7;1279;0;;59;78;0;5;101;43;;26;15;20;14;84;97,9;0,7;103,5;0
1043;17:23;680,39;680,39;77,55;9,03;2375,51;1,8;429,7;1296;0;;59;78;0;5;52;46;;29;13;21;16;88;97,9;0,7;103,5;0
1044;17:24;680,96;680,96;77,28;9,01;2412,72;1,74;429,7;1297;0;;59;78;0;5;66;49;;27;16;17;15;92;97,9;0,7;103,6;0
1045;17:25;681,47;681,47;77,72;3,96;2265,15;1,79;435,4;1292;0;;61;78;0;5;66;49;;27;16;17;15;92;97,9;0,7;103,6;0
1046;17:26;681,47;681,3;84,09;0;352,99;4,28;445,5;1225;0;;62;79;0;5;73;46;;30;14;11;12;90;97,9;0,7;103,5;0
1047;17:27;681,47;668,73;81,28;0;9,31;0;0;456;0;;0;0;0;5;138;64;;29;16;14;14;109;97,6;0,7;103,5;0
1048;17:28;681,47;668,73;21,53;0;73,13;0;0;0;0;;0;0;0;5;71;51;;29;13;19;15;93;95,5;0,6;103,5;0
1049;17:29;681,47;668,73;12,27;0;0;0;0;0;0;;0;0;0;5;95;40;;28;16;20;12;84;94,5;0,7;103,6;0
1050;17:30;681,47;668,73;12,1;0;0;0;0;0;0;;0;0;0;5;73;61;;27;14;15;18;102;94,1;0,7;103,5;0
1051;17:31;681,47;668,33;12,7;0;0;0;0;0;0;;0;0;0;5;86;58;;26;14;16;15;98;93,8;0,6;103,5;0
1052;17:32;681,47;676,52;66,28;0;0;0;398,3;330;0;;48;81;0;5;86;58;;26;14;16;15;98;93,8;0,7;103,6;0
1053;17:33;681,47;676,68;85,8;0;3,79;0;404;1030;0;;50;81;0;5;76;49;;25;15;14;16;89;95,5;0,7;103,6;0
1054;17:34;681,47;676,68;84,58;0;497,04;0;439,8;1162;0;;61;79;0;5;49;54;;22;13;14;14;89;97,1;0,7;103,6;0
1055;17:35;681,47;676,68;79,85;0;1874,88;0;429,7;1249;0;;59;78;0;5;100;58;;28;18;16;15;104;97,6;0,7;103,5;0
1056;17:36;681,47;676,68;79,96;0;1961,39;0;429,7;1262;0;;59;78;0;5;107;47;;31;13;18;14;91;97,7;0,7;103,5;0
1057;17:37;681,47;676,68;80,42;0;1780,26;0;429,7;1259;0;;59;78;0;5;115;66;;26;14;15;14;106;97,9;0,6;103,5;0
1058;17:38;681,47;676,68;80,44;0;1792,6;0;429,7;1258;0;;59;78;0;5;59;56;;29;17;20;18;102;97,9;0,7;103,5;0
1059;17:39;681,47;676,68;80,38;0;1752,2;0;429,7;1256;0;;59;78;0;5;59;56;;29;17;20;18;102;97,9;0,7;103,5;0
1060;17:40;681,47;676,68;80,44;0;1620,03;0;429,7;1251;0;;59;78;0;5;75;58;;44;14;15;14;116;97,9;0,6;103,6;0
1061;17:41;681,47;676,68;80,33;0;1741,45;0;429,7;1256;0;;59;78;0;5;86;46;;26;13;15;12;85;97,9;0,6;103,5;0
1062;17:42;681,47;676,68;80,26;0;1749,79;0;429,7;1256;0;;59;78;0;5;82;82;;47;15;16;16;144;97,9;0,6;103,5;0
1063;17:43;681,47;676,68;78,7;0;2160,32;0;429,7;1272;0;;59;78;0;5;102;44;;25;13;20;15;82;97,8;0,7;103,5;0
1064;17:44;681,47;676,68;79,71;0;1891,34;0;429,7;1262;0;;59;78;0;5;60;44;;32;16;12;17;92;97,9;0,6;103,6;0
1065;17:45;681,47;677,72;82,11;0;1094,84;0;445,5;1235;0;;62;79;0;5;95;46;;35;15;16;18;96;97,9;0,7;103,6;0
1066;17:46;681,47;677,74;85,04;0;0;0;441,2;1208;0;;62;78;0;5;95;46;;35;15;16;18;96;97,9;0,6;103,5;0
1067;17:47;681,47;678,79;85,23;0;0;0;445,5;1204;0;;62;79;0;5;78;51;;42;16;12;19;109;98,1;0,6;103,6;0
1068;17:48;681,47;678,83;85,25;0;0;0;439,8;1203;0;;61;79;0;5;120;45;;27;17;19;18;89;98,1;0,6;103,5;0
1069;17:49;681,47;679,02;84,37;0;484,57;0;434;1213;0;;59;79;0;5;103;38;;22;15;17;13;75;98,1;0,7;103,5;0
1070;17:50;681,64;681,64;80,47;6,07;1636,8;0,18;439,8;1253;0;;61;79;0;5;133;44;;47;16;19;15;107;98;0,6;103,5;0
1071;17:51;682,28;682,28;79,96;6,57;1844,59;1,58;434;1258;0;;59;79;0;5;95;47;;24;16;14;16;87;98;0,6;103,6;0
1072;17:52;682,91;682,91;80,28;5,88;1733,02;1,61;434;1254;0;;59;79;0;5;125;49;;28;16;11;15;93;98;0,7;103,5;0
1073;17:53;683,54;683,54;80,23;5,53;1789,18;1,6;429,7;1255;0;;59;78;0;5;125;49;;28;16;11;15;93;97,9;0,7;103,5;0
1074;17:54;684,15;684,15;79,74;6,44;1834,2;1,65;429,7;1258;0;;59;78;0;5;79;49;;29;15;21;13;93;97,9;0,6;103,6;0
1075;17:55;684,47;684,47;81,58;1,11;1334,83;2,22;445,5;1239;0;;62;79;0;5;100;29;;31;17;18;16;77;97,9;0,7;103,6;0
1076;17:56;684,47;671,61;87,09;0;136,04;2,46;8,7;1013;0;;0;3;0;5;121;62;;28;14;14;14;104;97,9;0,6;103,6;0
1077;17:57;684,47;674,73;52,71;0;0;0;0;0;0;;0;0;0;5;57;60;;24;13;14;12;97;96,8;0,7;103,5;0
1078;17:58;684,47;674,73;13,19;0;70,79;0;0;0;0;;0;0;0;5;84;61;;26;16;15;15;103;95;0,6;103,5;0
1079;17:59;684,47;674,73;12,1;0;0;0;0;0;0;;0;0;0;5;72;54;;28;16;18;12;98;94,5;0,7;103,6;0
1080;18:00;684,47;674,73;12,34;0;0;0;0;0;0;;0;0;0;5;72;54;;28;16;18;12;98;94,1;0,6;103,5;0
1081;18:01;684,47;674,73;12,08;0;0;0;0;0;0;;0;0;0;5;75;59;;26;16;16;15;101;94,1;0,6;103,5;0
1082;18:02;684,47;674,65;15,33;0;0;0;0;0;0;;0;0;0;5;91;53;;28;15;17;12;96;93,9;0,7;103,5;0
1083;18:03;684,47;675,23;88,81;0;0;0;280,4;342;0;;76;0;0;5;90;45;;31;15;14;16;91;93,9;0,6;103,5;0
1084;18:04;684,47;658,78;87,61;0;0;0;398,3;695;0;;48;81;0;5;90;41;;32;14;16;15;87;95,5;0,7;103,5;0
1085;18:05;684,47;663,24;87,09;0;0;0;408,4;1028;0;;50;82;0;5;71;55;;29;16;16;15;100;96,9;0,6;103,6;0
1086;18:06;684,47;678,19;87,51;0;0;0;404;1025;0;;50;81;0;5;60;39;;27;15;12;15;81;97,5;0,6;103,5;0
1087;18:07;684,47;684,19;87,5;0;0;0;404;1025;0;;50;81;0;5;60;39;;27;15;12;15;81;97,6;0,7;103,6;0
1088;18:08;690,39;688,68;87,32;0;2;0;408,4;1027;0;;50;82;0;5;126;40;;26;14;14;16;80;97,6;0,6;103,6;0
1089;18:09;690,39;689,06;86,7;0;35,09;0;404;1026;0;;50;81;0;5;119;44;;42;15;18;13;101;97,6;0,6;103,6;0
1090;18:10;690,51;690,51;86,33;0;275,94;0,12;434;1119;0;;59;79;0;5;75;25;;28;14;17;16;67;97,6;0,6;103,6;0
1091;18:11;690,94;690,94;82,55;5,72;1353,09;2,2;429,7;1199;0;;59;78;0;5;109;19;;27;13;18;16;59;97,8;0,6;103,6;0
1092;18:12;691,55;691,55;80,94;4,69;1828,95;1,66;429,7;1261;0;;59;78;0;5;83;50;;49;17;18;14;116;97,8;0,6;103,5;0
1093;18:13;692,16;692,16;80,96;5,99;1790,01;1,65;429,7;1259;0;;59;78;0;5;85;57;;25;17;20;12;99;97,8;0,7;103,5;0
1094;18:14;692,74;692,74;80,61;5,4;1873,36;1,73;429,7;1263;0;;59;78;0;5;85;57;;25;17;20;12;99;97,9;0,7;103,6;0
1095;18:15;693,36;693,36;80,61;5,2;1903,48;1,64;429,7;1263;0;;59;78;0;5;107;50;;25;13;18;12;88;97,9;0,7;103,6;0
1096;18:16;693,97;693,97;80,48;5;1928,86;1,64;435,4;1263;0;;61;78;0;5;79;59;;26;13;17;15;98;97,9;0,7;103,5;0
1097;18:17;694,61;694,61;80,64;5,41;1883,89;1,59;429,7;1261;0;;59;78;0;5;100;75;;22;15;15;18;112;97,9;0,6;103,5;0
1098;18:18;695,28;695,28;80,77;5,31;1846,14;1,52;434;1259;0;;59;79;0;5;82;48;;28;13;19;15;89;97,9;0,7;103,5;0
1099;18:19;695,9;695,9;80,18;5,94;1903,67;1,58;435,4;1262;0;;61;78;0;5;107;62;;29;15;18;16;106;97,9;0,6;103,5;0
1100;18:20;696,57;696,57;80,41;5,12;1915,28;1,55;429,7;1263;0;;59;78;0;5;115;42;;29;14;18;14;85;97,9;0,6;103,6;0
1101;18:21;697,19;697,19;80,97;5,14;1692,16;1,61;439,8;1256;0;;61;79;0;6;115;42;;29;14;18;14;85;97,8;0,6;103,6;0
1102;18:22;697,83;697,83;80,87;5,1;1733,93;1,59;434;1259;0;;59;79;0;5;109;57;;29;16;21;19;102;97,9;0,7;103,5;0
1103;18:23;698,47;698,47;80,61;5,63;1728,99;1,58;434;1261;0;;59;79;0;5;93;49;;33;14;21;13;96;69,2;0,6;103,6;0
1104;18:24;699,11;699,11;80,42;6,28;1738,98;1,58;435,4;1261;0;;61;78;0;5;87;69;;34;14;14;17;117;86,4;0,6;103,6;0
1105;18:25;699,77;699,77;79,76;4,91;1929,59;1,54;439,8;1269;0;;61;79;0;5;137;33;;30;10;15;30;73;97,6;0,6;103,5;0
1106;18:26;700,42;700,42;80,39;5,33;1803,35;1,54;435,4;1263;0;;61;78;0;5;102;69;;25;14;15;18;108;97,6;0,6;103,6;0
1107;18:27;700,53;700,53;84,34;0,13;672,76;3,24;441,2;1226;0;;62;78;0;5;102;69;;25;14;15;18;108;97,6;0,7;103,5;0
1108;18:28;700,53;700,53;85,9;0;364,68;8,15;446,9;1212;0;;64;78;0;5;104;39;;35;17;15;18;91;97,6;0,6;103,5;0
1109;18:29;700,53;700,53;85,99;0,07;341,19;13,15;441,2;1210;0;;62;78;0;5;121;51;;22;17;18;14;90;97,6;0,6;103,5;0
1110;18:30;700,53;700,53;83,88;1,7;866,48;15,16;435,4;1228;0;;61;78;0;5;74;50;;32;15;16;16;97;97,5;0,6;103,6;0
1111;18:31;700,53;700,53;85,68;0;391,7;3,27;441,2;1211;0;;62;78;0;5;124;33;;29;16;21;14;78;97,6;0,7;103,5;0
1112;18:32;700,53;687,39;86,2;0;292,42;1,09;445,5;1209;0;;62;79;0;5;103;35;;23;17;18;14;75;97,6;0,7;103,6;0
1113;18:33;700,53;687,4;87,01;0;77,78;0;451,2;1207;0;;64;79;0;5;109;58;;29;16;19;16;103;97,6;0,7;103,6;0
1114;18:34;700,53;687,41;87,93;0;0;0;445,5;1205;0;;62;79;0;5;109;58;;29;16;19;16;103;97,6;0,7;103,6;0
