line,timestmp,depth (m),bitdepth (m),hook_load (klb),wob (klb),rpm,torque,rop ,flowin (gal/stk),spp (psi),ChockePressure (psi),flowout (%),SPM1 (spm),SPM2 (spm),pitlevel1 (bbl),pitlevel2 (bbl),pitlevel3 (bbl),pitlevel4 (bbl),pitlevel5 (bbl),pitlevel6 (bbl),pitlevel7 (bbl),totalpitlevel (bbl),RPMAnalog,BlockPosition,RPMTotal,H2S (ppm),Kick
1402,23:21,"471,37",470,86,0,,0.0,0,"59,57",0,0.0,0,14,0,47,73,88,78,86.0,80,22,452,0,20,18,0,0
1403,23:22,"471,37",470,89,0,,0.0,0,"257,44",261,0.0,23,61,0,47,73,88,78,85.0,80,22,451,0,20,79,0,0
1404,23:23,"471,37",470,88,0,,0.0,0,"434,14",707,0.0,40,103,0,49,73,87,77,82.0,80,22,448,0,20,134,0,0
1405,23:24,"471,37",471,89,0,,0.0,0,"447,2",785,0.0,41,106,0,55,74,85,75,78.0,80,22,447,0,19,138,0,0
1406,23:25,"471,45",471,82,3,,57019.0,"2,05","446,09",840,0.0,41,106,0,59,75,84,74,76.0,80,22,448,22,19,138,0,0
1407,23:26,"471,69",471,82,6,,98739.0,"3,08","447,2",850,0.0,41,106,0,62,76,84,73,74.0,80,22,449,36,19,138,0,0
1408,23:27,"471,91",471,79,8,,805.0,"3,37","446,09",857,0.0,41,106,0,64,77,84,72,72.0,80,22,449,26,19,138,0,0
1409,23:28,"472,19",472,69,17,,3447.0,"3,37","447,2",939,0.0,41,106,0,66,77,83,72,71.0,80,22,449,107,18,138,0,0
1410,23:29,"472,41",472,77,11,,1987.0,"3,37","447,2",891,0.0,41,106,0,68,77,83,72,70.0,80,22,450,64,18,138,0,0
1411,23:30,"472,7",472,66,23,,3175.0,"3,37","446,09",965,0.0,41,106,0,69,78,83,72,69.0,80,22,451,134,18,138,0,0
1412,23:31,"472,88",472,65,22,,4276.0,"3,91","447,2",1031,0.0,41,106,0,70,78,83,71,69.0,80,22,451,199,17,138,0,0
1413,23:32,"473,18",473,65,24,,4141.0,"3,91","446,09",1034,0.0,41,106,0,71,78,83,71,68.0,80,22,451,202,17,138,0,0
1414,23:33,"473,5",473,64,23,,4454.0,"3,91","446,09",1041,0.0,41,106,0,72,78,82,71,68.0,80,22,451,208,17,138,0,0
1415,23:34,"473,8",473,64,22,,4150.0,"3,91","447,2",1029,0.0,41,106,0,73,78,82,71,68.0,80,22,452,197,17,138,0,0
1416,23:35,"474,15",474,68,21,,3805.0,"3,62","447,2",1016,0.0,41,106,0,74,77,82,71,67.0,80,22,451,184,16,138,0,0
1417,23:36,"474,47",474,64,22,,4575.0,"3,62","447,2",1030,0.0,41,106,0,75,77,82,70,67.0,80,22,451,199,16,138,0,0
1418,23:37,"474,78",474,63,25,,4731.0,"3,62","446,09",1048,0.0,41,106,0,75,77,81,70,67.0,80,22,450,217,16,138,0,0
1419,23:38,"475,08",475,62,27,,5262.0,"3,09","448,31",1056,0.0,41,107,0,76,77,81,70,67.0,80,22,451,224,15,138,0,0
1420,23:39,"475,26",475,66,14,,3651.0,"3,09","447,2",1013,0.0,41,106,0,76,76,81,70,66.0,80,22,449,180,15,138,0,0
1421,23:40,"475,43",475,73,18,,1711.0,"3,09","447,2",953,0.0,41,106,0,77,76,81,70,66.0,80,23,450,120,15,138,0,0
1422,23:41,"475,78",475,64,25,,4488.0,"3,41","446,09",1037,0.0,41,106,0,77,76,81,69,66.0,80,23,449,204,15,138,0,0
1423,23:42,"475,98",475,64,16,,4072.0,"4,03","446,09",1026,0.0,41,106,0,78,76,81,69,66.0,80,23,450,194,14,138,0,0
1424,23:43,"476,24",476,69,18,,4002.0,"4,03","447,2",1005,0.0,41,106,0,78,76,81,69,65.0,80,23,449,172,14,138,0,0
1425,23:44,"476,45",476,66,18,,1355.0,"4,03","447,2",1041,0.0,41,106,0,78,76,81,69,65.0,80,23,449,209,14,138,0,0
1426,23:45,"476,68",476,72,14,,593.0,"4,03","446,09",963,0.0,41,106,0,79,76,80,69,65.0,80,23,449,131,14,138,0,0
1427,23:46,"476,94",476,66,22,,914.0,"4,42","446,09",994,0.0,41,106,0,79,76,80,69,65.0,80,23,449,161,13,138,0,0
1428,23:47,"477,31",477,62,26,,1555.0,"4,42","446,09",1059,0.0,41,106,0,79,76,80,69,65.0,80,23,449,226,13,138,0,0
1429,23:48,"477,67",477,61,22,,1643.0,"4,42","446,09",1077,0.0,41,106,0,79,76,80,69,65.0,80,23,449,243,13,138,0,0
1430,23:49,"477,99",477,63,20,,1529.0,"3,4","448,31",1058,0.0,41,107,0,79,76,80,68,64.0,80,22,447,223,12,138,0,0
1431,23:50,"478,11",478,78,13,,206.0,"2,89","448,31",914,0.0,41,107,0,80,76,80,68,64.0,80,22,448,82,12,138,0,0
1432,23:51,"478,42",478,64,29,,1159.0,"2,89","447,2",1017,0.0,41,106,0,80,76,80,69,64.0,80,23,449,184,12,138,0,0
1433,23:52,"478,66",478,63,22,,989.0,"2,89","447,2",1000,0.0,41,106,0,80,76,80,69,64.0,80,22,449,168,12,138,0,0
1434,23:53,"478,9",478,63,22,,665.0,"4,06","448,31",980,0.0,41,107,0,80,76,80,69,64.0,80,22,449,148,11,138,0,0
1435,23:54,"479,14",479,68,19,,642.0,"4,06","446,09",974,0.0,41,106,0,80,76,80,69,64.0,80,22,449,141,11,138,0,0
1436,23:55,"479,51",479,65,21,,1188.0,"4,06","447,2",1028,0.0,41,106,0,80,76,80,68,64.0,80,22,448,195,11,138,0,0
1437,23:56,"479,69",479,69,13,,788.0,"4,06","447,2",979,0.0,41,106,0,80,76,80,68,64.0,80,22,448,147,11,138,0,0
1438,23:57,"480,07",480,62,23,,1734.0,"3,9","446,09",1085,0.0,41,106,0,80,76,80,68,64.0,80,22,448,254,10,138,0,0
1439,23:58,"480,39",480,66,23,,1145.0,"3,83","447,2",1036,0.0,41,106,0,80,76,80,68,64.0,80,22,448,203,10,138,0,0
1440,23:59,"480,63",480,61,28,,1653.0,"3,83","447,2",1063,0.0,41,106,0,80,76,80,68,64.0,80,22,448,232,10,138,0,0
