line;timestmp;depth (m);bitdepth (m);hook_load (klb);wob (klb);rpm;torque;rop ;flowin (gal/stk);spp (psi);ChockePressure (psi);flowout (%);SPM1 (spm);SPM2 (spm);pitlevel1 (bbl);pitlevel2 (bbl);pitlevel3 (bbl);pitlevel4 (bbl);pitlevel5 (bbl);pitlevel6 (bbl);pitlevel7 (bbl);totalpitlevel (bbl);RPMAnalog;BlockPosition;RPMTotal;H2S (ppm)
872;14:31;1081,89;1081,5;70;8;;1388;1,81;297,65;2817;46;35;120;0;;;6;82,51;50,36;21,63;10;154,5;10;10;56;0
873;14:32;1082,31;1081,5;72;9;;1219;2,01;297,65;2783;38;35;120;0;;;6;55,22;50,36;21,63;10;127,21;10;10;56;0
874;14:33;1082,72;1082,5;65;17;;1876;2,4;296,82;2897;31;35;120;0;;;6;69,61;52,36;27,6;10;149,57;10;10;55;0
875;14:34;1083,18;1082,5;68;12;;1639;2,4;296,82;2859;33;35;120;0;;;6;76,77;70,41;32,74;23,99;179,92;10;10;55;0
876;14:35;1083,62;1083,5;69;8;;1552;2,29;296,82;2855;27;35;120;0;;;6;116,46;70,41;32,74;23,99;219,61;10;10;55;0
877;14:36;1084,34;1083,5;70;8;;1659;2,23;296,82;2881;35;35;120;0;;;6;116,46;56,06;26,33;15,33;198,85;10;10;55;0
878;14:37;1084,71;1084,5;74;3;;1106;1,8;296,82;2774;24;35;120;0;;;6;84,16;54,76;26,33;10;165,25;10;10;55;0
879;14:38;1085,41;1084,5;70;10;;1503;1,8;296,82;2863;41;36;120;0;;;6;84,16;53,36;12,92;10;150,44;10;10;55;0
880;14:39;1085,96;1085,5;69;8;;1541;1,8;296,82;2879;44;35;120;0;;;6;74,04;39,03;11,88;10;124,95;10;10;55;0
881;14:40;1086,53;1086,5;70;9;;1582;1,78;297,65;2870;40;35;120;0;;;6;107,07;42,37;33,5;13,44;182,94;10;10;55;0
882;14:41;1086,87;1086,5;72;7;;1098;1,73;297,66;2793;49;35;120;0;;;6;97,11;58,51;11,25;14,55;166,87;10;10;55;0
883;14:42;1087,28;1086,5;71;9;;1471;1,99;298,48;2823;52;35;120;0;;;6;100,49;58,51;11,25;14,55;170,25;10;10;55;0
884;14:43;1088,2;1087,5;70;10;;1490;2,49;296,82;2869;50;35;120;0;;;6;125,07;54,12;13,02;10;192,21;10;10;54;0
885;14:44;1088,45;1087,5;76;1;;681;1,58;296,82;2727;57;35;120;0;;;6;125,07;57,23;16,97;25,78;199,27;10;10;54;0
886;14:45;1088,8;1088,5;75;5;;899;1,12;297,65;2733;58;36;120;0;;;6;96,3;61,52;20,41;25,78;178,23;10;10;54;0
887;14:46;1089,45;1088,5;69;13;;1700;2,06;296,82;2878;51;36;120;0;;;6;64,17;61,52;20,41;11,54;146,1;10;10;54;0
888;14:47;1089,78;1089,5;68;14;;1822;2,53;297,65;2879;54;36;120;0;;;6;114,24;49,64;27,62;10;191,5;10;10;54;0
889;14:48;1090,08;1089,5;65;16;;1629;2,53;296;2882;58;36;119;0;;;6;85,24;39,53;18,3;10;143,07;10;10;54;0
890;14:49;1090,29;1089,5;65;15;;1553;2,89;296,82;2887;57;36;120;0;;;6;85,24;52,33;30,05;10;167,62;10;10;54;0
891;14:50;1090,52;1090,5;65;15;;1570;3,08;296,82;2866;57;36;120;0;;;6;82,76;58,93;30,05;10;171,74;10;10;54;0
892;14:51;1090,66;1090,5;66;12;;1427;3,08;297,65;2849;49;36;120;0;;;6;93,35;58,93;14,5;14,35;166,78;10;10;54;0
893;14:52;1090,81;1090,5;69;12;;1024;3,08;296,82;2763;44;35;120;0;;;6;93,69;47,4;29,7;15,33;170,79;10;10;54;0
894;14:53;1091,15;1090,5;68;11;;1402;3,08;296,82;2847;51;35;120;0;;;6;93,69;47,4;29,7;15,33;170,79;10;10;54;0
895;14:54;1091,57;1091,5;70;10;;1354;4,53;296;2820;42;35;119;0;;;6;65,62;43,63;18,57;10;127,82;10;15,17;54;0
896;14:55;1091,97;1091,5;73;5;;1090;4,53;297,65;2801;42;35;120;0;;;6;100,73;57,6;19,7;10;178,03;10;10;54;0
897;14:56;1092,42;1091,5;71;12;;1388;3,78;297,65;2824;51;35;120;0;;;6;125,34;57,6;33,88;10;216,82;10;10;54;0
898;14:57;1092,59;1092,5;62;18;;1463;2,28;296,82;2865;51;35;120;0;;;6;125,34;59,47;33,88;10,77;218,69;10;10;54;0
899;14:58;1092,78;1092,5;61;20;;1416;2,28;297,65;2867;49;35;120;0;;;6;103,3;59,47;37,77;10,77;200,54;10;10;54;0
900;14:59;1092,96;1092,5;63;16;;1601;2,28;296,82;2880;35;35;120;0;;;6;107,04;51,29;37,77;29,94;196,1;10,11;10;54;0
901;15:00;1093,47;1092,5;73;8;;1297;3,48;296,82;2813;43;35;120;0;;;6;107,04;51,29;3,49;29,94;161,82;10,11;10;54;0
902;15:01;1093,88;1093,5;72;9;;1304;4,08;297,65;2826;54;35;120;0;;;6;107,56;55,71;26,45;10;189,72;10;10,35;54;0
903;15:02;1094,21;1093,5;73;7;;1058;4,08;296,82;2824;55;35;120;0;;;6;101,31;52,61;4,7;20,04;158,62;10;10;54;0
904;15:03;1094,61;1094,5;72;9;;1164;2,44;297,65;2810;54;35;120;0;;;6;101,31;68,86;15,9;20,04;186,07;10;10;54;0
905;15:04;1094,95;1094,5;74;9;;1002;2,44;296,83;2795;33;35;120;0;;;6;89,03;68,86;20,85;16,06;178,74;14,13;10;54;0
906;15:05;1095,3;1094,5;73;8;;1112;2,56;296,82;2817;40;35;120;0;;;6;89,03;67,35;20,85;16,06;177,23;14,13;13,92;54;0
907;15:06;1095,77;1095,5;71;9;;1179;2,62;296,82;2829;48;35;120;0;;;6;90,98;55,47;11,87;10;158,32;10;13,92;54;0
908;15:07;1095,82;1095,5;76;3;;692;2,62;296,82;2727;46;35;120;0;;;6;90,98;55,47;6,88;10;153,33;10;10;54;0
909;15:08;1095,82;1095,5;81;0;;57;0,87;125,26;1438;50;24;50;0;;;6;56,83;59,44;10,59;21,13;126,86;10;10;54;0
910;15:09;1095,82;1095,5;58;0;;2;0;0;0;48;0;0;0;;;6;84,51;43,07;15,39;10;142,97;10;10;53;0
911;15:10;1095,82;1095,5;21;0;;643;0;0;0;42;0;0;0;;;6;94,2;43,07;21,68;24,02;158,95;10;10;48;0
912;15:11;1095,82;1095,5;23;0;;12;0;0;0;47;0;0;0;;;6;94,2;58,37;35,53;24,02;188,1;13,36;10;43;0
913;15:12;1095,82;1095,5;23;0;;0;0;0;0;46;0;0;0;;;6;92;58,37;35,53;10;185,9;13,36;10;41;0
914;15:13;1095,82;1095,5;24;0;;441;0;0;0;40;0;0;0;;;6;85,18;41,67;22,88;10;149,73;10,81;10;40;0
915;15:14;1095,82;1095,5;24;0;;663;0;0;0;38;0;0;0;;;6;72,77;29,43;5,94;10;108,14;10;10;39;0
916;15:15;1095,82;1094,5;34;0;;1252;0;0;0;43;0;0;0;;;6;87,03;57,54;36,4;17,47;180,97;10;10;39;0
917;15:16;1095,82;1094,5;84;0;;0;0;145,73;435;53;15;58;0;;;6;83,16;59,51;15,18;25,37;157,85;11,25;10;39;0
918;15:17;1095,82;1094,5;82;0;;0;0;291,99;2240;48;34;118;0;;;6;106,07;60,09;38,11;25,37;204,27;11,25;10;39;0
919;15:18;1095,82;1094,5;82;0;;0;0;295,18;2643;53;35;119;0;;;6;106,07;60,09;38,11;21,87;204,27;10;10;43;0
920;15:19;1095,82;1094,5;82;0;;0;0;293,56;2634;57;35;118;0;;;6;87,53;59,14;43,61;14,17;190,28;10;10;45;0
921;15:20;1095,82;1094,5;82;0;;1;0;295,18;2642;58;35;119;0;;;6;102,73;59,14;43,61;14,17;205,48;10;10;47;0
922;15:21;1095,82;1094,5;82;0;;127;0;295,18;2643;46;35;119;0;;;6;102,73;49,86;23,3;10;175,89;10;10;49;0
923;15:22;1095,82;1094,5;82;0;;239;0;294,37;2644;54;35;119;0;;;6;41,42;40,24;4,88;10;86,54;10;10;50;0
924;15:23;1095,83;1095,5;82;1;;259;0,87;294,37;2645;58;35;119;0;;;6;117,26;38,87;29,68;10;185,81;18,89;10;51;0
925;15:24;1096,34;1095,5;71;12;;1356;2,86;294,37;2822;58;35;119;0;;;6;117,26;48,28;37,23;35,79;202,77;18,89;10;52;0
926;15:25;1096,69;1096,5;70;11;;1485;3,35;295,18;2878;52;35;119;0;;;6;116,47;48,28;37,23;35,79;201,98;10;17,19;52;0
927;15:26;1097,13;1096,5;72;9;;1372;3,35;295,18;2875;54;35;119;0;;;6;111,75;53,12;20,57;10;185,44;11,49;17,19;53;0
928;15:27;1097,6;1097,5;72;11;;1347;2,77;294,37;2873;57;35;119;0;;;6;97,06;53,12;16,39;10;166,57;11,49;10;53;0
929;15:28;1098,03;1097,5;71;8;;1419;2,48;296;2877;51;36;119;0;;;6;97,06;38,28;9,85;10;145,19;10;10;54;0
930;15:29;1098,4;1097,5;73;7;;1076;2,48;295,18;2819;57;35;119;0;;;6;100,13;55,35;44,42;10;199,9;10;13,02;54;0
931;15:30;1098,78;1098,5;74;6;;1134;2,49;294,37;2840;46;36;119;0;;;6;87,38;45,08;47,3;10;179,76;10;10;55;0
932;15:31;1099,38;1098,5;72;10;;1306;2,49;294,37;2849;50;36;119;0;;;6;90,9;52,61;47,3;11,38;190,81;10;10;55;0
933;15:32;1099,75;1099,5;73;6;;1163;2,02;296;2835;49;36;119;0;;;6;91,13;56;27,05;22,06;174,18;10;10;55;0
934;15:33;1100,29;1099,5;72;8;;1465;2,06;295,18;2876;50;36;119;0;;;6;108,67;56;27,05;22,06;191,72;10;10;55;0
935;15:34;1100,74;1100,5;73;6;;1145;2,12;294,37;2844;49;36;119;0;;;6;108,67;50,93;39,29;21,75;198,89;10;10;55;0
936;15:35;1101,18;1100,5;70;13;;1284;2,12;294,37;2847;57;36;119;0;;;6;106,99;27,48;39,29;10;173,76;10;10;55;0
937;15:36;1101,46;1100,5;68;12;;1443;2,31;294,37;2864;49;35;119;0;;;6;85,24;63,03;21,22;10;169,49;10;10;55;0
938;15:37;1101,85;1101,5;70;11;;1424;2,31;294,37;2849;52;35;119;0;;;6;39,53;46,51;7,63;12,34;93,67;13,5;10;55;0
939;15:38;1102,46;1101,5;71;10;;1617;2,36;295,18;2891;49;35;119;0;;;6;91,95;55,13;7,63;12,34;154,71;14,21;10;55;0
940;15:39;1103,02;1102,5;71;11;;1446;2,39;294,37;2854;50;36;119;0;;;6;91,95;55,13;15,23;10;162,31;14,21;10;55;0
941;15:40;1103,52;1103,5;72;8;;1357;2,21;294,37;2853;48;35;119;0;;;6;98,2;52,15;20,78;10;171,13;10;10;55;0
942;15:41;1104,02;1103,5;72;7;;1358;1,83;295,18;2849;51;35;119;0;;;6;98,2;52,15;25,1;10;175,45;25,57;10;55;0
943;15:42;1104,43;1103,5;68;15;;1428;1,92;295,18;2851;48;35;119;0;;;6;76,1;48,5;25,1;10;149,7;25,57;10;55;0
944;15:43;1104,61;1104,5;61;20;;1634;1,97;294,37;2889;40;36;119;0;;;6;87,6;66,06;0,73;10;154,39;10;10;55;0
945;15:44;1104,89;1104,5;63;17;;1877;1,97;294,37;2943;36;35;119;0;;;6;91,85;37,95;39,18;10;168,98;10;10;55;0
946;15:45;1105,15;1104,5;63;17;;1790;1,97;294,37;2927;44;35;119;0;;;6;110,09;52,26;39,18;11,09;201,53;13,93;10;55;0
947;15:46;1105,43;1104,5;65;17;;1755;3,92;294,37;2913;39;35;119;0;;;6;110,09;52,26;31,13;11,09;193,48;13,93;10;55;0
948;15:47;1105,7;1105,5;63;17;;1821;3,92;295,18;2926;33;35;119;0;;;6;93,6;45,6;32,08;10;171,28;10;10,59;55;0
949;15:48;1105,94;1105,5;64;17;;1767;3,92;294,37;2913;40;35;119;0;;;6;93,6;52,32;32,08;10;178;10;10,59;55;0
950;15:49;1106,15;1105,5;63;17;;1638;3,92;295,18;2885;50;35;119;0;;;6;74,27;52,32;31,82;10;158,41;10;10;55;0
951;15:50;1106,4;1105,5;61;19;;1822;3,92;295,18;2921;44;35;119;0;;;6;96,42;39,48;1,76;10;137,66;10;10;55;0
952;15:51;1106,66;1106,5;63;18;;1759;3,92;295,18;2912;42;35;119;0;;;6;76,19;74,05;19,31;10;169,55;10;10;56;0
953;15:52;1106,92;1106,5;62;18;;1922;3,92;294,37;2924;45;35;119;0;;;6;96,65;74,05;21,88;13,9;192,58;10;10;56;0
954;15:53;1107,22;1106,5;65;16;;1756;3,92;294,37;2909;48;35;119;0;;;6;98,31;69,13;36,59;13,9;204,03;10;10;57;0
955;15:54;1107,49;1106,5;63;16;;1749;3,73;295,18;2917;50;35;119;0;;;6;98,31;59,83;36,59;10;194,73;10;10;57;0
956;15:55;1107,86;1107,5;68;15;;1646;3,73;294,37;2882;46;36;119;0;;;6;104,74;68,45;17,31;10;190,5;10;10;57;0
957;15:56;1108,12;1107,5;63;18;;1812;3,73;295,18;2907;38;35;119;0;;;6;104,74;68,45;12,92;10;186,11;10;10;57;0
958;15:57;1108,83;1108,5;73;6;;1833;3,41;296,82;2876;39;36;120;0;;;6;85,95;58,04;28,75;10;172,74;10;10;57;0
959;15:58;1109,24;1108,5;73;8;;1296;3,24;295,18;2825;42;35;119;0;;;6;135,4;46,14;3,95;10;185,49;10;10;57;0
960;15:59;1109,69;1109,5;75;6;;1146;1,73;296;2807;54;36;119;0;;;6;135,4;51,15;19,67;10;206,22;10;10;57;0
961;16:00;1110,33;1109,5;73;11;;1341;1,75;294,37;2809;52;35;119;0;;;6;102,42;60,65;19,67;25,83;182,74;10;10;57;0
962;16:01;1110,62;1110,5;67;11;;1585;1,81;294,38;2860;45;35;119;0;;;6;104,62;60,65;26,58;25,83;191,85;10;10;57;0
963;16:02;1110,88;1110,5;70;8;;1253;1,81;295,18;2854;40;35;119;0;;;6;106,88;58,96;26,58;10;192,42;10;10;57;0
964;16:03;1111,31;1110,5;70;12;;1371;2,24;294,37;2851;38;35;119;0;;;6;106,88;49,6;23,48;10;179,96;10;10;57;0
965;16:04;1111,71;1111,5;71;10;;1465;3,12;294,37;2864;50;35;119;0;;;6;107,04;46,43;21,36;10;174,83;10;10;57;0
966;16:05;1112;1111,5;71;8;;964;3,12;295,18;2818;45;35;119;0;;;6;106,83;58,2;6,45;23,84;171,48;10;10;57;0
967;16:06;1112,35;1111,5;71;9;;1394;2,99;294,37;2842;50;35;119;0;;;6;106,83;66,95;23,5;23,84;197,28;10;10;57;0
968;16:07;1112,61;1112,5;72;7;;1134;2,75;294,37;2791;42;35;119;0;;;7;106,3;66,95;23,5;11,95;196,75;10;10;57;0
969;16:08;1113,08;1112,5;74;7;;1169;2,75;294,37;2814;36;35;119;0;;;7;106,3;63,64;10,61;10;180,55;10;10;56;0
970;16:09;1113,41;1112,5;73;6;;1183;2,69;294,37;2806;47;35;119;0;;;7;85,17;63,64;17,07;13,52;165,88;10;10;57;0
971;16:10;1113,85;1113,5;75;6;;1182;2,67;295,18;2795;45;35;119;0;;;6;85,17;51,8;17,07;13,52;154,04;10;10;57;0
972;16:11;1114,33;1113,5;74;5;;1177;2,67;294,37;2815;49;35;119;0;;;6;92,85;57,11;25,3;10;175,26;10;10;56;0
973;16:12;1114,82;1114,5;74;6;;1313;2,43;295,18;2827;48;35;119;0;;;6;59,46;63,41;17,44;10,63;140,31;12,41;10;56;0
974;16:13;1115,27;1114,5;74;6;;1026;2,43;294,37;2818;52;35;119;0;;;6;95,74;63,41;26,34;10,63;185,49;12,41;10;56;0
975;16:14;1115,46;1114,5;75;4;;1214;2,1;295,18;2765;49;35;119;0;;;7;95,74;48,58;26,34;10;170,66;10;10;56;0
976;16:15;1115,46;1114,5;81;0;;120;1,4;294,37;2635;54;35;119;0;;;7;91,51;53,44;36,79;14,59;181,74;10;10;56;0
977;16:16;1115,46;1114,5;82;0;;0;0;194,02;2031;50;32;78;0;;;6;85,82;53,44;36,79;14,59;176,05;10;10;56;0
978;16:17;1115,46;1114,5;67;0;;0;0;0;68;50;4;0;0;;;6;63,6;52,31;13,36;10;129,27;10;10;55;0
979;16:18;1115,46;1114,5;21;0;;795;0;0;0;58;0;0;0;;;6;91,67;58,39;36,91;10;186,97;10;10;51;0
980;16:19;1115,46;1114,5;23;0;;49;0;0;0;58;0;0;0;;;7;94,2;60,56;31,24;10;186;10;10;45;0
981;16:20;1115,46;1114,5;23;0;;1;0;0;0;51;0;0;0;;;6;94,2;60,56;31,24;10;186;10;10;42;0
982;16:21;1115,46;1114,5;23;0;;623;0;0;0;52;0;0;0;;;7;93,01;48,04;30,02;26,42;171,07;12,21;10;40;0
983;16:22;1115,46;1114,5;23;0;;632;0;0;0;53;0;0;0;;;6;93,01;68,73;21,82;26,42;183,56;12,21;10;39;0
984;16:23;1115,46;1114,5;36;0;;1121;0;0;0;54;0;0;0;;;6;85,93;68,73;21,82;11,74;176,48;10,62;10;39;0
985;16:24;1115,46;1113,5;85;0;;7;0;87,45;216;54;7;0;29;;;6;85,93;53,67;8,27;11,74;147,87;10;10;39;0
986;16:25;1115,46;1113,5;84;0;;16;0;274,23;1763;47;31;0;91;;;6;52,61;36,86;18,16;10;107,63;10;10;39;0
987;16:26;1115,46;1113,5;82;0;;186;0;299,99;2771;51;36;0;100;;;6;52,61;53,45;35,98;10;142,04;10;10;43;0
988;16:27;1115,46;1113,5;82;0;;205;0;300,68;2787;53;35;0;100;;;6;113,96;53,45;35,98;10;203,39;10;10;45;0
989;16:28;1115,46;1114,5;83;0;;218;0;301,38;2786;46;36;0;100;;;6;113,96;45,74;12,09;17,5;171,79;10;10;47;0
990;16:29;1115,46;1114,5;82;0;;227;0;298,6;2774;40;36;0;99;;;6;97,15;55,18;12,09;21,77;164,42;10;10;49;0
991;16:30;1115,85;1115,5;76;5;;845;1,4;297,91;2872;46;36;0;99;;;6;93,11;55,18;3,23;21,77;151,52;10;10;51;0
992;16:31;1116,15;1115,5;77;3;;755;2,1;300,68;2884;53;35;0;100;;;6;93,28;51,2;29,21;10;173,69;10;10;52;0
993;16:32;1116,83;1116,5;73;7;;1630;3,47;301,38;2997;54;35;0;100;;;6;103,29;43,79;13,5;10;160,58;10;10;53;0
994;16:33;1117,14;1115,5;79;1;;983;3,47;133,41;2009;54;28;0;44;;;6;103,29;66,92;13,5;10;183,71;10;29,36;54;0
995;16:34;1117,14;1115,5;86;0;;0;0;0,4;1;53;0;0;0;;;6;116,3;66,92;13,96;10;197,18;10;29,36;54;0
996;16:35;1117,14;1115,5;86;0;;0;0;0;0;52;0;0;0;;;6;116,3;48,68;21,42;10;186,4;10;10;49;0
997;16:36;1117,14;1115,5;85;0;;59;0;123,81;327;53;14;50;0;;;6;116,17;51,84;21,42;12,45;189,43;10;10;44;0
998;16:37;1117,14;1115,5;83;0;;174;0;281,31;1925;55;32;113;0;;;6;116,17;51,84;20,18;12,45;188,19;10;10;42;0
999;16:38;1117,14;1115,5;82;0;;224;0;299,31;2660;61;35;121;0;;;6;99,97;33,17;23,69;10;156,83;10;10,56;44;0
1000;16:39;1117,14;1116,5;83;0;;291;0;297,65;2693;55;35;120;0;;;6;86;57,89;15,57;10;159,46;10;10;46;0
1001;16:40;1117,35;1116,5;82;0;;514;2,31;297,65;2715;52;35;120;0;;;6;120,1;57,89;38,32;10;216,31;10;10;49;0
1002;16:41;1117,92;1117,5;74;8;;1155;1,89;298,48;2880;54;36;120;0;;;6;120,1;56,67;38,32;21,73;215,09;10;10;51;0
1003;16:42;1118,44;1117,5;72;11;;1229;1,84;296,82;2866;60;36;120;0;;;7;69,74;58,6;35,51;21,73;163,85;10;10;52;0
1004;16:43;1118,95;1118,5;72;8;;1153;1,75;297,65;2866;58;36;120;0;;;6;76,85;61,66;40,54;28,35;179,05;10;10;53;0
1005;16:44;1119,52;1119,5;70;10;;1505;1,89;297,65;2931;53;36;120;0;;;6;76,85;61,66;40,54;28,35;179,05;10;10;54;0
1006;16:45;1120,09;1119,5;71;11;;1608;1,96;298,48;2930;57;36;120;0;;;6;74,11;50,04;10,94;10;135,09;10;12,54;55;0
1007;16:46;1120,63;1120,5;72;5;;1732;1,81;298,48;2927;54;35;120;0;;;6;100,1;62,34;29,19;10;191,63;10;21,13;55;0
1008;16:47;1121,11;1120,5;78;3;;791;1,74;297,65;2809;52;35;120;0;;;6;128,93;62,34;29,19;10;220,46;10;21,13;56;0
1009;16:48;1121,68;1121,5;75;6;;1239;1,88;298,48;2878;52;35;120;0;;;6;128,93;57,92;31,55;10;218,4;10;10;57;0
1010;16:49;1122,25;1121,5;74;7;;1376;1,88;297,65;2910;55;36;120;0;;;6;116,86;53,21;31,55;10;201,62;10;23,02;57;0
1011;16:50;1122,94;1122,5;75;6;;1665;1,81;297,65;2897;52;35;120;0;;;6;108,92;53,21;28,95;10;191,08;10;23,02;57;0
1012;16:51;1123,3;1122,5;77;4;;1058;1,71;297,65;2843;60;36;120;0;;;6;108,92;42,04;25,19;10;176,15;10;10;57;0
1013;16:52;1123,62;1123,5;79;3;;709;1,5;296,82;2764;57;36;120;0;;;6;102,49;42,49;16,55;10;161,53;10;10;57;0
1014;16:53;1124,37;1123,5;76;7;;1233;1,79;299,31;2862;59;36;121;0;;;6;98,76;43,08;29,53;14,76;171,37;10;10;57;0
1015;16:54;1125,16;1124,5;75;6;;1272;2,38;297,65;2898;59;36;120;0;;;6;98,76;59,42;29,53;21,61;187,71;10;10;57;0
1016;16:55;1125,81;1125,5;74;7;;1349;1,6;297,65;2896;58;35;120;0;;;6;83,68;59,42;38,25;21,61;181,35;10;10;57;0
1017;16:56;1126,51;1126,5;73;6;;1598;1,43;298,48;2926;55;36;120;0;;;6;88,56;58,89;50,86;10;198,31;10;10;58;0
1018;16:57;1127,14;1126,5;74;8;;1499;1,54;298,48;2901;55;36;120;0;;;6;120,92;56,91;50,86;10;228,69;10,28;10;58;0
1019;16:58;1127,68;1127,5;72;9;;1576;1,55;297,65;2917;60;36;120;0;;;6;120,92;51,46;17,19;10;189,57;10,28;10;57;0
1020;16:59;1128,31;1127,5;71;10;;1528;1,59;298,48;2944;58;36;120;0;;;6;120,6;45,47;32,77;10;198,84;10;10;57;0
1021;17:00;1128,97;1128,5;71;9;;1740;1,66;298,48;2958;57;36;120;0;;;6;110,97;69,39;4,52;10;184,88;10;10;57;0
1022;17:01;1129,36;1128,5;73;6;;1232;1,69;297,65;2891;59;36;120;0;;;6;110,97;69,39;9,06;10;189,42;10;10;57;0
1023;17:02;1129,79;1129,5;74;9;;1286;1,71;298,48;2877;54;36;120;0;;;6;107,01;43,95;9,06;10;160,02;10;10;57;0
1024;17:03;1130,17;1129,5;74;6;;1408;1,71;297,65;2884;58;36;120;0;;;6;107,01;59,13;6,33;10;172,47;10;10;57;0
1025;17:04;1130,94;1130,5;73;8;;1531;2,58;297,65;2930;58;35;120;0;;;6;103,07;59,13;18,16;10;180,36;10;10;57;0
1026;17:05;1131,69;1131,5;75;7;;1381;2,15;298,48;2899;51;35;120;0;;;6;95,94;41,85;18,16;10;155,95;10;10;57;0
1027;17:06;1132,19;1131,5;74;5;;1187;1,29;297,65;2884;48;36;120;0;;;6;98,21;80,6;35,01;10;213,82;10;10;57;0
1028;17:07;1132,66;1132,5;74;8;;1184;1,63;296,82;2877;47;36;120;0;;;6;94,1;49,3;21,13;10;164,53;14,02;16,05;57;0
1029;17:08;1133,04;1132,5;76;4;;1050;1,63;296,82;2855;59;35;120;0;;;6;120,61;49,3;21,13;10,86;191,04;14,02;16,05;57;0
1030;17:09;1133,51;1133,5;75;5;;1327;2,17;298,48;2889;60;35;120;0;;;6;120,61;56,44;18,24;10,86;195,29;10;10;56;0
1031;17:10;1134,13;1133,5;77;4;;1037;2,17;297,65;2830;54;35;120;0;;;6;86,74;63,9;19,21;11,05;169,85;10;10;56;0
1032;17:11;1134,64;1134,5;77;3;;1125;1,97;297,65;2841;55;35;120;0;;;6;99,92;63,9;19,21;11,05;183,03;10;10;56;0
1033;17:12;1134,64;1134,5;81;1;;370;1,87;298,48;2705;53;35;120;0;;;6;99,92;50,05;17,32;10;167,29;10;10;56;0
1034;17:13;1134,64;1133,5;81;0;;96;1,24;153,25;1866;54;29;61;0;;;6;115,13;43,18;8,73;17,6;167,04;10;10;56;0
1035;17:14;1134,64;1133,5;23;0;;714;0;0;0;55;0;0;0;;;6;100,62;33,36;24,62;10;158,6;10;10;55;0
1036;17:15;1134,64;1133,5;22;0;;56;0;0;0;49;0;0;0;;;6;100,62;56,45;24,62;10;181,69;10;10;50;0
1037;17:16;1134,64;1133,5;23;0;;18;0;0;0;57;0;0;0;;;7;94,91;56,45;24,35;10;175,71;10;10;45;0
1038;17:17;1134,64;1133,5;23;0;;160;0;0;0;55;0;0;0;;;6;56,99;59,01;24,35;21,67;140,35;10;10;41;0
1039;17:18;1134,64;1133,5;23;0;;770;0;0;0;52;0;0;0;;;6;64,57;59,01;37,09;21,67;160,67;10;10;40;0
1040;17:19;1134,64;1133,5;47;0;;1717;0;0;0;49;0;0;0;;;6;64,57;51,33;37,09;10;152,99;10;10;39;0
1041;17:20;1134,64;1133,5;87;0;;9;0;76,92;188;56;7;31;0;;;6;99,15;38,74;13,08;10;150,97;10,5;10;39;0
1042;17:21;1134,64;1133,5;84;0;;56;0;246,69;1420;64;30;99;0;;;6;97,32;48,32;25,13;10;170,77;11,62;10;39;0
1043;17:22;1134,64;1133,5;83;0;;0;0;296;2646;61;35;119;0;;;6;97,32;51,07;25,13;12,06;173,52;13,21;10;42;0
1044;17:23;1134,64;1133,5;83;0;;0;0;296,82;2698;64;35;120;0;;;6;80,43;51,07;56,37;12,06;187,87;13,21;10;45;0
1045;17:24;1134,64;1133,5;83;0;;0;0;296,82;2708;59;35;120;0;;;6;104,05;56,53;56,37;15,15;216,95;10,66;10;47;0
1046;17:25;1134,64;1133,5;83;0;;236;0;297,65;2706;55;35;120;0;;;6;104,05;56,53;52,95;15,15;213,53;10,66;10;48;0
1047;17:26;1134,64;1134,5;84;0;;277;0;297,65;2720;56;36;120;0;;;6;99,86;48,14;52,95;11,97;200,95;10;10;50;0
1048;17:27;1135,31;1134,5;78;2;;1134;2,21;297,65;2831;57;35;120;0;;;6;133,99;60,75;14,09;10;208,83;10;10;51;0
1049;17:28;1135,45;1134,5;82;0;;429;2,89;296,82;2750;57;35;120;0;;;7;81,07;48,87;27,08;10;157,02;10;10;52;0
1050;17:29;1136,28;1135,5;76;5;;1516;2,89;297,65;2914;56;35;120;0;;;6;81,07;48,87;27,08;10;157,02;10;10;53;0
1051;17:30;1136,89;1136,5;75;1;;1171;2,04;296,82;2916;60;36;120;0;;;6;105,31;56,77;51,9;10;213,98;10;10;53;0
1052;17:31;1137,43;1136,5;78;1;;939;2,04;296,82;2853;58;36;120;0;;;6;105,31;61,82;51,9;18,61;219,03;14,02;10;54;0
1053;17:32;1138,16;1137,5;75;5;;1530;1,86;296,82;2918;62;36;120;0;;;6;82,25;61,82;28,19;18,61;172,26;14,02;10;55;0
1054;17:33;1138,7;1138,5;76;5;;1152;1,52;297,65;2899;59;36;120;0;;;6;62,41;56,03;19,67;10;138,11;10;10;55;0
1055;17:34;1139,56;1139,5;75;6;;1497;1,45;296,82;2936;56;36;120;0;;;6;102,94;50,73;8,5;10;162,17;10;10;55;0
1056;17:35;1140,41;1139,5;74;9;;1536;1,49;296,82;2949;53;36;120;0;;;6;61,53;63,08;14,95;10;139,56;11,64;10;56;0
1057;17:36;1140,5;1138,5;79;1;;578;1,2;296,82;2803;56;35;120;0;;;6;83,74;63,08;14,95;26,54;161,77;11,64;10;56;0
1058;17:37;1140,5;1135,5;82;0;;43;0;296,82;2718;55;35;120;0;;;6;113,47;61,75;36,67;26,54;211,89;10;10;56;0
