line;timestmp;depth (m);bitdepth (m);hook_load (klb);wob (klb);rpm;torque;rop ;flowin (gal/stk);spp (psi);ChockePressure (psi);flowout (%);SPM1 (spm);SPM2 (spm);pitlevel1 (bbl);pitlevel2 (bbl);pitlevel3 (bbl);pitlevel4 (bbl);pitlevel5 (bbl);pitlevel6 (bbl);pitlevel7 (bbl);totalpitlevel (bbl);RPMAnalog;BlockPosition;RPMTotal;H2S (ppm)
1059;17:38;1140,57;1136,5;81;0;;0;0,4;296,82;2756;48;35;120;0;;;6;113,82;65,03;36,67;46,42;215,52;10;10;56;0
1060;17:39;1140,58;1140,5;82;3;;0;0,4;296;2739;54;35;119;0;;;6;113,82;65,03;17,08;46,42;195,93;10;10;56;0
1061;17:40;1140,58;1134,5;82;0;;0;0,4;297,65;2714;55;34;120;0;;;6;103,54;56,73;17,08;10;177,35;10;10;56;0
1062;17:41;1140,58;1134,5;82;0;;0;0;296,82;2714;58;35;120;0;;;6;80,23;49,92;18,16;10;148,31;10;10;56;0
1063;17:42;1140,58;1134,5;82;0;;0;0;296,82;2714;46;35;120;0;;;6;97,18;61,56;28,56;21,09;187,3;10;10;55;0
1064;17:43;1140,58;1139,5;82;0;;0;0;296,82;2737;57;35;120;0;;;6;97,18;61,56;28,56;21,09;187,3;10;10;55;0
1065;17:44;1140,71;1140,5;78;3;;0;1,2;297,65;2765;46;35;120;0;;;6;120,87;56,4;13,45;16,47;190,72;15,7;10;55;0
1066;17:45;1140,77;1139,5;80;0;;50;0,4;296,82;2754;51;35;120;0;;;6;120,87;56,4;21,62;16,47;198,89;15,7;10;55;0
1067;17:46;1140,77;1139,5;82;0;;0;0;296,82;2701;43;35;120;0;;;6;94,22;65,17;22,68;19,16;182,07;10;10;55;0
1068;17:47;1140,77;1139,5;83;0;;0;0;297,65;2703;60;35;120;0;;;6;94,22;65,17;22,68;19,16;182,07;10;10;55;0
1069;17:48;1140,77;1140,5;83;0;;0;0;296,82;2703;57;35;120;0;;;6;75,88;47,87;12,99;10;136,74;10;10;55;0
1070;17:49;1140,97;1140,5;74;7;;0;1,2;298,48;2854;48;35;120;0;;;6;120,78;49,72;17,72;10;188,22;10;10;55;0
1071;17:50;1141,21;1140,5;73;7;;0;1,2;296,82;2886;56;35;120;0;;;6;120,78;59,23;17,72;14,28;197,73;10;10;55;0
1072;17:51;1141,5;1140,5;76;3;;0;4,24;296,82;2845;58;35;120;0;;;6;74,09;59,23;8,93;14,28;142,25;10;10;55;0
1073;17:52;1142,03;1141,5;78;2;;0;4,24;296,82;2840;59;35;120;0;;;6;80,31;50,45;21,87;10;152,63;10;10;55;0
1074;17:53;1142,64;1142,5;77;4;;0;2,91;296,82;2876;45;35;120;0;;;6;112,23;45,85;41,48;10;199,56;10;10;55;0
1075;17:54;1143,1;1142,5;77;5;;0;2,24;296,82;2871;51;35;120;0;;;6;112,23;45,85;41,48;10;199,56;10;10;55;0
1076;17:55;1143,46;1142,5;78;2;;4;2,08;297,65;2848;49;35;120;0;;;7;59,2;47,47;15,87;10;122,54;10;10;55;0
1077;17:56;1143,9;1143,5;78;3;;54;2;297,65;2831;45;34;120;0;;;6;121,54;46,81;5,27;17,93;173,62;10;10;55;0
1078;17:57;1144,36;1143,5;77;5;;0;2,13;296,82;2882;55;35;120;0;;;6;121,54;58,07;18,1;17,93;197,71;10;10;55;0
1079;17:58;1144,73;1144,5;75;7;;0;2,4;296,82;2877;54;35;120;0;;;6;85,4;72,4;25,25;29,53;183,05;10;10;55;0
1080;17:59;1144,84;1144,5;69;11;;0;2,4;296,82;2911;50;35;120;0;;;6;88,55;72,4;25,25;29,53;186,2;10;10;54;0
1081;18:00;1144,97;1144,5;73;8;;0;2,4;298,48;2858;42;35;120;0;;;6;88,55;73,19;13,06;19,32;174,8;10;10;55;0
1082;18:01;1145,1;1144,5;70;11;;0;2,4;297,65;2898;42;35;120;0;;;6;84,88;73,19;11,67;19,32;169,74;10;10;54;0
1083;18:02;1145,22;1144,5;71;9;;0;3,35;297,65;2889;50;35;120;0;;;6;101,67;53,3;33,01;10;187,98;10;10;54;0
1084;18:03;1145,35;1144,5;72;9;;0;5,26;296,82;2847;42;35;120;0;;;6;82,17;53,46;34,01;10;169,64;10;10;54;0
1085;18:04;1145,49;1144,5;74;5;;0;5,26;297,65;2864;43;35;120;0;;;6;104,69;53,46;34,01;15,42;192,16;10;10;54;0
1086;18:05;1145,68;1145,5;74;6;;0;5,26;296,82;2859;46;35;120;0;;;6;104,69;45,92;31,33;15,42;181,94;10;10;54;0
1087;18:06;1145,86;1145,5;74;7;;0;5,26;296,82;2848;47;35;120;0;;;6;77;55,08;19,22;10;151,3;10;10;54;0
1088;18:07;1146,03;1145,5;74;6;;0;5,26;297,65;2851;41;35;120;0;;;6;77;68,47;19,22;10;164,69;10;10;54;0
1089;18:08;1146,23;1145,5;75;6;;0;5,51;296,82;2844;43;35;120;0;;;6;64,39;68,47;6,97;10;139,83;10;10;54;0
1090;18:09;1146,45;1145,5;74;7;;0;6,01;297,65;2864;34;35;120;0;;;6;54,33;60,59;23,55;10;138,47;10;10;54;0
1091;18:10;1146,65;1146,5;75;6;;0;6,01;296,82;2846;36;35;120;0;;;6;94,56;34,55;15,02;17,82;144,13;10;10;54;0
1092;18:11;1146,86;1146,5;74;6;;0;6,01;297,65;2862;50;35;120;0;;;6;114,5;65,43;35,91;17,82;215,84;10;10;54;0
1093;18:12;1147,14;1146,5;74;8;;0;6,01;297,65;2868;50;35;120;0;;;6;114,5;65,43;35,91;10;215,84;10;10;54;0
1094;18:13;1147,29;1146,5;72;8;;0;5,53;297,65;2857;31;35;120;0;;;6;98,23;51,78;43,28;28,38;193,29;10;10;54;0
1095;18:14;1147,48;1146,5;72;9;;0;4,58;296,82;2877;29;34;120;0;;;6;98,23;51,91;43,28;28,38;193,42;10;10;54;0
1096;18:15;1147,65;1147,5;72;10;;0;4,58;296;2849;26;35;119;0;;;6;89,72;51,91;4,36;16,2;145,99;10;10;54;0
1097;18:16;1147,83;1147,5;70;10;;0;4,58;297,65;2885;38;35;120;0;;;6;67,31;66,88;10,33;10;144,52;10;10;54;0
1098;18:17;1148,01;1147,5;72;9;;0;4,58;297,65;2868;44;35;120;0;;;6;64,28;44,02;30,17;12,31;138,47;26,52;10;54;0
1099;18:18;1148,22;1147,5;72;8;;0;4,58;296,82;2885;48;34;120;0;;;6;112,25;51,53;30,17;12,31;193,95;26,52;10;54;0
1100;18:19;1148,48;1147,5;73;7;;0;5,43;297,65;2884;50;35;120;0;;;6;112,25;59,82;13,56;10,7;185,63;10;10;54;0
1101;18:20;1148,7;1148,5;73;8;;0;5,43;296,82;2870;48;35;120;0;;;6;116,14;59,82;25,07;10;201,03;10;10;54;0
1102;18:21;1148,96;1148,5;74;7;;0;5,43;296,82;2878;44;35;120;0;;;6;116,14;54,39;25,07;15,25;195,6;10;10;54;0
1103;18:22;1149,22;1148,5;72;8;;0;5,43;297,65;2911;44;35;120;0;;;6;101,96;51,17;14,81;15,25;167,94;10;10;54;0
1104;18:23;1149,39;1148,5;75;6;;0;4,48;296;2844;47;35;119;0;;;6;65,89;38,29;23,87;10;128,05;10;10;54;0
1105;18:24;1149,66;1149,5;74;8;;0;4;296,83;2870;37;35;120;0;;;6;117,86;59,09;32,24;19,83;209,19;10;10;54;0
1106;18:25;1149,88;1149,5;73;7;;0;4;296,82;2886;41;35;120;0;;;6;117,86;59,09;32,24;19,83;209,19;10;10;54;0
1107;18:26;1150,05;1149,5;73;7;;0;4;296,83;2843;42;35;120;0;;;6;105,78;32,6;34,4;10;172,78;10;10;54;0
1108;18:27;1150,18;1149,5;76;5;;202;4;296,82;2830;43;35;120;0;;;6;84,19;58,39;34,4;10;176,98;15,17;10;54;0
1109;18:28;1150,43;1149,5;74;7;;101;5,15;296,82;2870;42;35;120;0;;;6;108,2;58,39;16,08;10;182,67;27,7;10;54;0
1110;18:29;1150,63;1150,5;75;6;;0;5,15;298,48;2841;37;35;120;0;;;6;108,2;46,45;10,39;10;165,04;27,7;10;54;0
1111;18:30;1150,83;1150,5;73;7;;0;5,15;296,82;2864;45;35;120;0;;;6;69,16;60,82;13,77;10;143,75;10;10;54;0
1112;18:31;1151,05;1150,5;74;8;;0;5,15;296,82;2869;44;35;120;0;;;6;107,97;60,82;13,77;10;182,56;10;10;54;0
1113;18:32;1151,22;1150,5;70;10;;0;5,15;296;2869;42;35;119;0;;;6;107,97;56,11;30,43;28,2;194,51;10;10;54;0
1114;18:33;1151,36;1150,5;69;13;;0;4,81;296;2870;42;35;119;0;;;6;97,08;40,35;30,43;28,2;167,86;10;10;54;0
1115;18:34;1151,47;1150,5;71;8;;0;4,81;297,65;2879;46;35;120;0;;;6;92,43;64,77;24,99;10;182,19;10;10;53;0
1116;18:35;1151,72;1151,5;74;7;;0;4,81;297,65;2858;33;35;120;0;;;6;80,02;64,77;3,57;10;148,36;10;10;53;0
1117;18:36;1151,95;1151,5;74;7;;0;4,81;296,82;2860;37;35;120;0;;;6;92,63;49,38;8,71;10;150,72;10;10;53;0
1118;18:37;1151,96;1151,5;78;2;;0;4,81;296;2769;43;34;119;0;;;6;103,89;52,57;5,37;10;161,83;10;10;53;0
1119;18:38;1152,02;1151,5;79;3;;0;4,81;296;2732;46;35;119;0;;;6;103,89;52,57;7,64;10;164,1;10;10;53;0
1120;18:39;1152,27;1151,5;74;6;;0;5,47;296,82;2849;45;35;120;0;;;6;64,43;48,53;37,98;10;150,94;10;13,85;53;0
1121;18:40;1152,45;1151,5;73;9;;0;6,81;297,65;2847;39;35;120;0;;;6;118,12;46,6;37,98;10;202,7;10;13,85;53;0
1122;18:41;1152,7;1152,5;72;8;;0;6,81;297,65;2889;34;35;120;0;;;6;118,12;46,6;32,23;25,85;196,95;10;10;53;0
1123;18:42;1152,93;1152,5;72;9;;0;6,81;296,82;2893;43;35;120;0;;;6;95,37;45,46;32,23;25,85;173,06;10;10;53;0
1124;18:43;1153,14;1152,5;71;9;;0;6,81;297,65;2884;43;35;120;0;;;6;79,61;54,9;12,48;10;146,99;10;10;53;0
1125;18:44;1153,28;1152,5;76;4;;0;6,81;297,65;2816;43;35;120;0;;;6;67,95;64,34;21,87;10;154,16;10;10;53;0
1126;18:45;1153,57;1153,5;73;9;;0;4,88;298,48;2876;46;35;120;0;;;6;76,02;64,34;21,87;10;162,23;10;10;53;0
1127;18:46;1153,83;1153,5;73;8;;0;4,88;296,82;2860;39;35;120;0;;;6;94,2;54,05;32,96;15,09;181,21;16,38;10;53;0
1128;18:47;1154,12;1153,5;72;8;;0;4,88;298,48;2868;39;35;120;0;;;6;94,2;62,83;32,96;15,09;189,99;16,38;10;53;0
1129;18:48;1154,21;1151,5;78;3;;0;4,88;296,82;2778;43;35;120;0;;;6;89,19;62,83;8,64;10;160,66;10;10;53;0
1130;18:49;1154,21;1140,5;83;0;;0;0;296,82;2695;41;33;120;0;;;6;84,94;31,23;8,04;10;124,21;10;10;53;0
1131;18:50;1154,21;1140,5;82;0;;128;0;296;2695;43;35;119;0;;;6;121,71;57,28;29,58;10;208,57;10;10;53;0
1132;18:51;1154,21;1148,5;82;0;;299;0;297,65;2747;42;36;120;0;;;6;102,53;51,03;34,69;10;188,25;10;10;53;0
1133;18:52;1154,21;1153,5;82;0;;334;0;296,82;2729;41;36;120;0;;;6;102,53;51,03;34,69;10;188,25;10;10;53;0
1134;18:53;1154,21;1153,5;62;0;;46;0;67,84;1085;37;19;27;0;;;6;85,87;51,15;21,6;10;158,62;10;10;53;0
1135;18:54;1154,21;1153,5;21;0;;181;0;0;0;40;0;0;0;;;6;106,58;51,15;21,74;10;179,47;10;10;51;0
1136;18:55;1154,21;1153,5;22;0;;26;0;0;0;38;0;0;0;;;6;106,58;41,37;29,05;24,1;177;10;10;46;0
1137;18:56;1154,21;1153,5;22;0;;348;0;0;0;30;0;0;0;;;6;65,71;41,37;29,05;24,1;136,13;10;10;42;0
1138;18:57;1154,21;1153,5;22;0;;1299;0;0;0;27;0;0;0;;;6;85,67;40,21;12,34;10;138,22;10;10;40;0
1139;18:58;1154,21;1152,5;73;0;;554;0;113,26;236;15;9;45;0;;;6;97;40,85;52,88;24,51;190,73;27,71;10;39;0
1140;18:59;1154,21;1153,5;85;0;;37;0;151,57;817;23;26;61;0;;;6;97;55,15;52,88;24,51;205,03;27,71;10;39;0
1141;19:00;1154,21;1153,5;85;0;;279;0;218,25;1213;28;29;88;0;;;6;106,62;56,67;16,89;16,22;180,18;10;10;41;0
1142;19:01;1154,21;1153,5;84;0;;296;0;296,82;2582;21;35;120;0;;;6;106,62;56,67;28,34;16,22;191,63;10;10;43;0
1143;19:02;1154,21;1153,5;83;0;;222;0;288,92;2651;32;35;116;0;;;6;111,12;43,61;28,34;20,23;183,07;20,07;10;45;0
1144;19:03;1154,21;1153,5;84;0;;241;0;279,73;2458;34;35;113;0;;;6;111,12;33,37;4,3;20,23;148,79;20,07;10;46;0
1145;19:04;1154,79;1154,5;75;9;;1440;4,3;278,27;2646;27;35;112;0;;;6;71,79;45,57;2,95;10;120,31;10;10;48;0
1146;19:05;1155,33;1154,5;73;7;;1661;4,02;279,73;2713;31;35;113;0;;;6;86,05;54,96;9,12;16,32;150,13;10;10;48;0
1147;19:06;1155,92;1155,5;74;6;;1358;1,65;279,73;2667;29;34;113;0;;;6;95,03;54,96;14,01;16,32;164;10;10;49;0
1148;19:07;1156,63;1156,5;72;9;;1819;1,68;279,73;2763;33;35;113;0;;;6;95,03;54,28;27,78;13,03;177,09;10;10;50;0
1149;19:08;1157,23;1156,5;72;10;;1805;1,69;278,27;2735;31;35;112;0;;;6;92,56;54,11;37,47;13,03;184,14;10;10;51;0
1150;19:09;1157,84;1157,5;74;5;;1514;1,54;279,73;2694;22;35;113;0;;;6;84,61;54,11;37,47;10;176,19;10;10;51;0
1151;19:10;1158,43;1157,5;73;9;;1565;1,62;279;2721;15;35;112;0;;;6;74,9;46,3;4,64;10;125,84;10;10;52;0
1152;19:11;1159,03;1158,5;73;7;;1697;1,66;280,46;2729;29;35;113;0;;;6;89,05;48,2;26,32;10;163,57;10;10;52;0
1153;19:12;1159,65;1159,5;74;6;;1571;1,64;279;2715;26;35;112;0;;;6;66,95;48,02;10,77;10;125,74;10;10;52;0
1154;19:13;1160,33;1159,5;73;9;;1651;1,63;279;2719;24;35;112;0;;;6;118,43;48,02;16,61;10;183,06;10;10;52;0
1155;19:14;1160,95;1160,5;73;6;;1742;1,54;280,46;2744;33;35;113;0;;;6;118,43;45,66;16,61;10;180,7;10;10;53;0
1156;19:15;1161,51;1161,5;74;7;;1729;1,64;279;2717;33;34;112;0;;;6;108,87;72,88;10,42;10;192,17;10;13,97;53;0
1157;19:16;1162,14;1161,5;72;8;;1608;1,69;278,27;2739;37;35;112;0;;;6;89,91;72,88;5,31;10;168,1;10;13,97;52;0
1158;19:17;1162,75;1162,5;71;9;;1776;1,63;279,73;2757;32;34;113;0;;;6;89,91;45,23;1,63;10;136,77;10;10;52;0
1159;19:18;1163,2;1162,5;71;11;;1739;1,59;279;2724;13;35;112;0;;;6;136,03;40,88;14,72;10;191,63;10;10;52;0
1160;19:19;1163,75;1163,5;70;11;;1891;1,93;279;2774;28;35;112;0;;;6;58,85;47,67;19,77;10;126,29;10;10;52;0
1161;19:20;1164,24;1163,5;70;11;;1933;1,93;279,73;2763;38;35;113;0;;;6;85,94;54,7;35,83;21,1;176,47;10;10;52;0
1162;19:21;1164,76;1164,5;71;9;;1726;1,88;278,27;2760;38;34;112;0;;;6;90,56;54,7;44,76;21,1;190,02;10;31,41;52;0
1163;19:22;1165,34;1164,5;72;10;;1679;1,89;279,73;2744;34;34;113;0;;;6;90,56;45,47;44,76;10;180,79;10;31,41;53;0
1164;19:23;1166,19;1165,5;74;7;;1488;1,89;279;2716;28;35;112;0;;;6;82,21;59,89;17,64;10;159,74;10;10;53;0
1165;19:24;1167,24;1166,5;73;8;;1540;1,41;279,73;2724;24;35;113;0;;;6;71,49;59,89;9,88;10;141,26;10;10;53;0
1166;19:25;1168,18;1167,5;73;8;;1444;0,97;279;2709;29;35;112;0;;;6;99,55;48,38;25,69;10;173,62;10;10;53;0
1167;19:26;1168,84;1168,5;71;7;;1821;1,09;279;2765;32;35;112;0;;;7;123,38;65,64;2,02;10;191,04;10;10;53;0
1168;19:27;1169,85;1169,5;72;8;;1697;1,23;278,27;2755;32;35;112;0;;;6;123,38;65,64;20,09;10;209,11;10;10;53;0
1169;19:28;1170,84;1170,5;72;10;;1683;1,19;279;2768;28;34;112;0;;;6;71,68;61,59;20,09;11,6;153,36;10;10;53;0
1170;19:29;1171,66;1171,5;72;6;;1808;1,08;278,27;2776;23;35;112;0;;;6;106,77;61,59;32,31;17,17;200,67;10;10;53;0
1171;19:30;1172,65;1172,5;74;7;;1467;1,13;279;2720;25;35;112;0;;;6;107,68;62,13;32,31;21,47;202,12;10;10;53;0
1172;19:31;1173,44;1172,5;75;7;;1442;1,14;280,46;2716;10;35;113;0;;;6;107,68;62,13;26,67;21,47;196,48;10;10;53;0
1173;19:32;1173,76;1173,5;79;0;;752;1,14;279,73;2591;15;35;113;0;;;6;129,78;46,35;24,76;17,92;200,89;10;10;53;0
1174;19:33;1173,76;1168,5;82;1;;127;0,76;279,73;2480;13;34;113;0;;;6;107,53;52,14;20,59;10;180,26;10;10;53;0
1175;19:34;1173,76;1159,5;83;0;;0;0;279,73;2453;22;33;113;0;;;6;107,53;59,4;22,54;10;189,47;10;10;53;0
1176;19:35;1173,76;1155,5;83;0;;30;0;279;2464;28;34;112;0;;;6;101,34;59,4;22,54;10;183,28;10;10;53;0
1177;19:36;1173,76;1169,5;82;0;;87;0;279;2533;27;36;112;0;;;6;129,29;41,63;28,38;10;199,3;10;10;53;0
1178;19:37;1173,76;1172,5;76;0;;36;0;221,06;2269;31;34;89;0;;;6;129,29;42,89;28,38;11,34;200,56;10;10;53;0
1179;19:38;1173,76;1172,5;55;0;;0;0;104,45;479;29;22;42;0;;;6;127,95;42,89;9,83;11,34;180,67;10;10;53;0
1180;19:39;1173,76;1172,5;35;0;;327;0;12,28;134;28;8;4;0;;;6;98;59,88;9,02;12,94;166,9;10;10;50;0
1181;19:40;1173,76;1172,5;23;0;;121;0;0;0;24;0;0;0;;;6;73,62;54,76;47;10,52;175,38;14,68;10;46;0
1182;19:41;1173,76;1172,5;22;0;;33;0;0;0;24;0;0;0;;;6;112,03;54,76;47;10,52;213,79;14,68;10;42;0
1183;19:42;1173,76;1172,5;22;0;;32;0;0;0;32;0;0;0;;;6;112,03;48,03;7,36;10;167,42;11,74;10;40;0
1184;19:43;1173,76;1172,5;22;0;;18;0;0;0;34;0;0;0;;;6;84,11;81,8;33,97;26,18;199,88;10;10;39;0
1185;19:44;1173,76;1172,5;22;0;;0;0;0;0;28;0;0;0;;;6;71,72;81,8;33,97;26,18;187,49;10;10;39;0
1186;19:45;1173,76;1172,5;43;0;;885;0;34,72;0;29;0;14;0;;;6;71,72;52,31;8,34;10;132,37;10;10;39;0
1187;19:46;1173,76;1173,5;87;0;;173;0;258,36;1444;31;26;104;0;;;6;42,33;39,97;24,44;10;106,74;10;10;38;0
1188;19:47;1174,51;1174,5;78;6;;1195;1,79;279,73;2643;25;35;113;0;;;6;96,39;56,42;36,5;10;189,31;10;10;41;0
1189;19:48;1174,76;1174,5;75;6;;1159;2,11;280,46;2687;30;35;113;0;;;6;96,39;56,42;36,5;10;189,31;10;10;44;0
1190;19:49;1175,07;1174,5;81;0;;662;2,11;281,2;2601;32;35;113;0;;;6;105,06;35,31;41,45;10;181,82;10;10;46;0
1191;19:50;1176,33;1175,5;75;7;;1544;2,5;281,2;2782;34;34;113;0;;;6;108,71;33,78;41,45;10;183,94;21,67;10;47;0
1192;19:51;1177,56;1177,5;74;7;;1636;0,8;281,2;2792;34;35;113;0;;;6;108,71;33,78;21,38;10;163,87;21,67;10;49;0
1193;19:52;1178,25;1177,5;76;4;;1184;0,94;280,46;2735;31;35;113;0;;;6;69,07;25,77;21,19;10;116,03;15,39;10;50;0
1194;19:53;1178,71;1178,5;73;8;;1456;1,23;281,2;2763;35;35;113;0;;;6;93,47;65,22;45,65;10;204,34;10;11,34;51;0
1195;19:54;1179,12;1178,5;73;5;;1570;1,23;280,46;2785;27;34;113;0;;;6;79,72;46,59;2,24;10;128,55;10;10;52;0
1196;19:55;1179,52;1179,5;74;7;;1201;2,26;280,46;2722;32;35;113;0;;;6;79,72;63,82;2,24;10;145,78;10;10;53;0
1197;19:56;1179,85;1179,5;75;5;;1197;2,26;281,2;2726;32;35;113;0;;;6;106,46;63,82;18,89;10;189,17;15,32;10;54;0
1198;19:57;1180,33;1179,5;73;7;;1588;2,36;281,94;2807;31;35;113;0;;;6;106,46;48,33;35,69;10;190,48;15,32;10;54;0
1199;19:58;1180,77;1180,5;75;7;;1419;2,55;281,2;2766;24;35;113;0;;;6;91,75;65,45;35,69;16,41;192,89;10;10;54;0
1200;19:59;1181,23;1180,5;73;9;;1585;2,55;280,46;2787;26;35;113;0;;;6;86,43;65,45;20,64;16,41;172,52;10;10;54;0
1201;20:00;1181,56;1181,5;73;6;;1320;2,17;280,46;2746;22;35;113;0;;;6;66,67;48,25;15,65;16,63;130,57;10;10;55;0
1202;20:01;1182,01;1181,5;74;9;;1476;2,17;280,46;2771;27;34;113;0;;;6;75,31;47,54;19,07;10;141,92;10;10;55;0
1203;20:02;1182,44;1181,5;71;10;;1716;2,39;279,73;2805;21;35;113;0;;;6;107,96;47,54;21,25;17,79;176,75;10;10;55;0
1204;20:03;1182,87;1182,5;73;8;;1614;2,51;280,46;2780;23;35;113;0;;;6;107,96;56,15;27,32;17,79;191,43;10;10;55;0
1205;20:04;1183,31;1182,5;73;8;;1605;2,51;280,46;2798;22;35;113;0;;;6;93,24;56,15;27,32;12,32;176,71;10;10;55;0
1206;20:05;1183,57;1183,5;78;2;;945;2,37;280,46;2674;21;34;113;0;;;6;106,27;47,91;21,37;12,32;175,55;10;10;55;0
1207;20:06;1183,96;1183,5;72;8;;1487;2,37;281,2;2792;20;35;113;0;;;6;106,27;35,5;14,96;10;156,73;10;10;55;0
1208;20:07;1184,4;1183,5;73;9;;1509;2,64;279,73;2777;25;35;113;0;;;6;78,77;60,44;59,12;19,36;198,33;10;10;55;0
1209;20:08;1184,88;1184,5;72;9;;1570;2,78;281,2;2806;11;35;113;0;;;6;86,36;35,6;20,8;10;142,76;10;10;55;0
1210;20:09;1185,24;1184,5;74;5;;1351;2,78;279,73;2745;6;35;113;0;;;6;97,99;47,43;20,8;15,11;166,22;10;10;55;0
1211;20:10;1185,77;1185,5;72;9;;1623;2,35;280,46;2801;21;35;113;0;;;6;97,99;51,54;8,42;15,11;157,95;10;10;55;0
1212;20:11;1186,25;1185,5;72;10;;1713;2,35;281,2;2819;25;35;113;0;;;6;86,18;51,54;22,73;10;160,45;15,8;23,06;55;0
1213;20:12;1186,73;1186,5;73;7;;1530;1,97;280,46;2796;25;35;113;0;;;6;103,45;52,37;28,96;21,68;184,78;15,8;23,06;55;0
1214;20:13;1187,23;1186,5;73;8;;1730;2;281,2;2812;17;35;113;0;;;6;103,45;52,37;28,96;21,68;184,78;10;11,96;55;0
1215;20:14;1187,72;1187,5;73;8;;1615;2,06;281,2;2800;19;35;113;0;;;6;83,04;53,87;26,6;10;163,51;16,05;10;54;0
1216;20:15;1188,11;1187,5;74;4;;1445;2,06;281,94;2792;30;35;113;0;;;6;104,92;59,88;17,34;10;182,14;10;10;54;0
1217;20:16;1188,45;1187,5;75;5;;1178;2,22;280,47;2730;26;35;113;0;;;6;150,64;63,1;17,34;10;231,08;10;10;54;0
1218;20:17;1189,01;1188,5;72;9;;1624;2,22;281,2;2807;22;34;113;0;;;6;150,64;63,1;17,03;10;230,77;11,68;31,44;54;0
1219;20:18;1189,4;1188,5;74;4;;1302;2,27;279,73;2761;26;34;113;0;;;6;134,08;63,87;17,77;16,55;215,72;11,68;31,44;54;0
1220;20:19;1189,94;1189,5;73;7;;1670;2,29;280,46;2806;26;34;113;0;;;6;74,04;64,26;69,07;16,55;207,37;10;10;54;0
1221;20:20;1190,29;1189,5;76;5;;1222;2,31;280,46;2737;22;34;113;0;;;6;54,96;64,26;69,07;10;188,29;10;10;54;0
1222;20:21;1190,67;1190,5;76;4;;1275;2,33;280,46;2741;21;35;113;0;;;6;153,94;29,69;1,29;10;184,92;10;10;54;0
1223;20:22;1191,11;1190,5;75;7;;1239;2,33;281,2;2734;24;34;113;0;;;6;103,36;65,48;14,14;10;182,98;10,77;10;54;0
1224;20:23;1191,5;1190,5;74;5;;1291;2,38;280,47;2771;22;34;113;0;;;6;137,6;65,48;19,53;32,46;222,61;10,77;10;54;0
1225;20:24;1192,02;1191,5;72;8;;1773;2,38;281,2;2811;23;34;113;0;;;6;137,6;65,08;31,4;32,46;234,08;20,14;10;54;0
1226;20:25;1192,51;1192,5;72;9;;1541;2,31;280,46;2803;25;34;113;0;;;6;117,78;65,08;31,4;10;214,26;20,14;10;54;0
1227;20:26;1192,91;1192,5;73;8;;1499;2,19;280,46;2777;24;34;113;0;;;6;117,78;51,77;22,51;23,63;192,06;10;10;54;0
1228;20:27;1193,14;1191,5;75;4;;1208;2,19;281,2;2731;24;34;113;0;;;6;78,65;51,77;11,25;23,63;141,67;10;10;54;0
1229;20:28;1193,14;1181,5;84;0;;13;0;280,46;2514;20;33;113;0;;;6;122;71,47;2,79;10;196,26;10;10;54;0
1230;20:29;1193,14;1173,5;84;0;;38;0;280,46;2513;15;33;113;0;;;6;95,3;48,71;24,41;10;168,42;14,45;10;53;0
1231;20:30;1193,14;1188,5;84;0;;143;0;279,73;2588;16;36;113;0;;;6;95,3;48,71;24,41;10;168,42;14,45;10;53;0
1232;20:31;1193,14;1192,5;83;0;;56;0;211,51;2123;10;34;85;0;;;6;95,11;40,34;11,75;32,29;147,2;10;10;53;0
1233;20:32;1193,14;1191,5;80;0;;0;0;74,47;610;24;19;30;0;;;6;95,11;40,34;15,47;32,29;150,92;10;10;53;0
1234;20:33;1193,14;1192,5;87;0;;0;0;0;0;16;0;0;0;;;6;94,88;43,71;15,47;36,41;154,06;10;10;50;0
1235;20:34;1193,14;1191,5;87;0;;0;0;0;0;0;0;0;0;;;6;94,88;43,71;13,24;36,41;151,83;10;10;45;0
1236;20:35;1193,14;1192,5;90;0;;0;0;0;0;0;0;0;0;;;6;46,46;24,37;52,53;10;123,36;25,89;10;42;0
1237;20:36;1193,14;1192,5;22;0;;870;0;0;0;0;0;0;0;;;6;92,94;62,9;52,53;10;208,37;25,89;10;40;0
1238;20:37;1193,14;1192,5;22;0;;4;0;0;0;0;0;0;0;;;6;104,78;62,9;29,35;17,03;197,03;10;10;39;0
1239;20:38;1193,14;1192,5;22;0;;0;0;0;0;0;0;0;0;;;6;104,78;56,24;29,35;17,03;190,37;10;10;39;0
1240;20:39;1193,14;1192,5;22;0;;23;0;0;0;0;0;0;0;;;6;128,91;61,55;24,24;12,25;214,7;10;10;38;0
1241;20:40;1193,14;1192,5;21;0;;0;0;0;0;0;0;0;0;;;6;128,91;61,55;24,24;12,25;214,7;10;10;38;0
1242;20:41;1193,14;1192,5;20;0;;750;0;0;0;0;0;0;0;;;6;88,93;65,17;8,7;10;162,8;10;10;38;0
1243;20:42;1193,14;1192,5;70;0;;51;0;84,76;148;0;4;0;28;;;6;87,1;65,56;20,91;10,81;173,57;10;10;38;0
1244;20:43;1193,14;1192,5;86;0;;0;0;273,3;1905;0;32;0;91;;;6;119,23;65,56;20,91;34,19;205,7;10;10;38;0
1245;20:44;1193,14;1192,5;85;0;;0;0;282,3;2621;0;35;0;94;;;6;119,23;59,05;11,02;34,19;189,3;10;10;42;0
